FACILITY NAME,CITY,ST,LATITUDE,LONGITUDE,PARENT CO NAME,INDUSTRY SECTOR,CHEMICAL,ELEMENTAL METAL INCLUDED,CLEAN AIR ACT CHEMICAL,CLASSIFICATION,CARCINOGEN,PBT,PFAS,TOTAL POLLUTION
US AGRI-CHEMICALS CORP,BARTOW,FL,27.90328,-81.88084,,Chemicals,Lead compounds,NO,YES,PBT,NO,YES,NO,0.98
EAST PENN MANUFACTURING CO INC,LYON STATION,PA,40.47166,-75.767,EAST PENN MANUFACTURING CO INC,Electrical Equipment,Lead,NO,NO,PBT,YES,YES,NO,2678091.2
OXY VINYLS LP LA PORTE VCM PLANT,LA PORTE,TX,29.7237,-95.07408,OCCIDENTAL CHEMICAL HOLDING CORP,Chemicals,Chromium compounds (except for chromite ore mined in the Transvaal Region),NO,YES,TRI,NO,NO,NO,61260.91
UNIVAR SOLUTIONS USA INC - NORCROSS,NORCROSS,GA,33.914804,-84.229382,UNIVAR USA INC,Chemical Wholesalers,Tetrachloroethylene,NO,YES,TRI,YES,NO,NO,23601.5
DOUGLAS MANUFACTURING,PELL CITY,AL,33.60199,-86.26697,,Machinery,Nickel,NO,YES,TRI,YES,NO,NO,220011.1
3M CO-GREENVILLE,GREENVILLE,SC,34.74411,-82.35851,3M CO,Plastics and Rubber,Xylene (mixed isomers),NO,YES,TRI,NO,NO,NO,207019.1
HYDRITE CHEMICAL CO.,WATERLOO,IA,42.53772,-92.36801,HYDRITE CHEMICAL CO,Chemicals,Lead compounds,NO,YES,PBT,NO,YES,NO,6.0
THE HEIL CO,FORT PAYNE,AL,34.487711,-85.677216,DOVER CORP,Transportation Equipment,Methyl isobutyl ketone,NO,YES,TRI,YES,NO,NO,18935.0
MACDERMID INC,FERNDALE,MI,42.456667,-83.118889,ELEMENT SOLUTIONS INC.,Chemicals,Nitrate compounds (water dissociable; reportable only when in aqueous solution),NO,NO,TRI,NO,NO,NO,2091.08
EXCEL ELECTROCIRCUIT INC.,ORION,MI,42.71399,-83.24045,,Computers and Electronic Products,Copper compounds,NO,NO,TRI,NO,NO,NO,127590.82
SOLUTIA INC P2S5 PLANT,SAUGET,IL,38.597292,-90.168822,EASTMAN CHEMICAL CO,Chemicals,Chlorodifluoromethane (HCFC-22),NO,NO,TRI,NO,NO,NO,52.0
CORNING INC,HARRODSBURG,KY,37.75765,-84.82732,CORNING INC,Nonmetallic Mineral Product,Antimony compounds,NO,YES,TRI,NO,NO,NO,506255.35
WESTERN REFINING SOUTHWEST INC-GALLUP REFINERY,GALLUP,NM,35.490278,-108.425,MARATHON PETROLEUM CORP,Petroleum,Ethylene glycol,NO,YES,TRI,NO,NO,NO,5251.12
CRANE CARRIER CO,TULSA,OK,36.182511,-95.9046,HINES BUSINESS VENTURES,Transportation Equipment,Ethylene glycol,NO,YES,TRI,NO,NO,NO,1601.16
ULTRAMAR INC. MARINE TERMINAL,WILMINGTON,CA,33.75828,-118.26676,VALERO ENERGY CORP,Petroleum Bulk Terminals,Mercury compounds,NO,YES,PBT,NO,YES,NO,1.1
WARD MANUFACTURING LLC,BLOSSBURG,PA,41.67194,-77.06143,PROTERIAL AMERICA LTD,Primary Metals,Copper compounds,NO,NO,TRI,NO,NO,NO,18988.88
GM LANSING PLANTS 2 3 & 6 (LANSING CRAFT CENTRE),LANSING,MI,42.74105,-84.58747,GENERAL MOTORS CORP,Transportation Equipment,Ethylbenzene,NO,YES,TRI,YES,NO,NO,3944.21
CHAPARRAL STEEL MIDLOTHIAN LP,MIDLOTHIAN,TX,32.458249,-97.036607,GERDAU USA INC,Primary Metals,Lead compounds,NO,YES,PBT,NO,YES,NO,5705836.94
U.S. FOREST SERVICE MISSOULA AIRTANKER BASE,MISSOULA,MT,46.926212,-114.090873,US DEPARTMENT OF AGRICULTURE,Other,Ammonia,NO,NO,TRI,NO,NO,NO,834.4000000000001
PRAXIS COS LLC,NEW CASTLE,PA,40.958167,-80.370029,,Plastics and Rubber,Styrene,NO,YES,TRI,YES,NO,NO,653897.4199999999
TYSON CHICKEN INC-RAMSEY FEEDMILL,RAMSEY,IN,38.317775,-86.134239,TYSON FOODS INC,Food,Manganese compounds,NO,YES,TRI,NO,NO,NO,0.0
COEUR ROCHESTER INC,LOVELOCK,NV,40.288267,-118.141222,COEUR MINING INC,Metal Mining,Nitrate compounds (water dissociable; reportable only when in aqueous solution),NO,NO,TRI,NO,NO,NO,4100.85
SUMCO SOUTHWEST CORP,PHOENIX,AZ,33.66596,-111.9737,,Computers and Electronic Products,Nitric acid,NO,NO,TRI,NO,NO,NO,1429363.13
DEXTER LAUNDRY INC,FAIRFIELD,IA,41.010058,-91.988643,DEXTER APACHE HOLDINGS INC,Machinery,Nickel,NO,YES,TRI,YES,NO,NO,207319.0
DELPHI AUTOMOTIVE HOLDINGS GRO UP KETTERING OPERATIONS,KETTERING,OH,39.71531,-84.1259,DELPHI AUTOMOTIVE SYSTEMS,Transportation Equipment,"Hydrochloric acid (acid aerosols including mists, vapors, gas, fog, and other airborne forms of any particle size)",NO,YES,TRI,NO,NO,NO,152500.8
CHEVRON DORAVILLE TERMINAL,DORAVILLE,GA,33.911671,-84.272581,CHEVRON CORP,Petroleum Bulk Terminals,n-Hexane,NO,YES,TRI,NO,NO,NO,5540.04
SENECA FOODS CORP,BARABOO,WI,43.46223,-89.75503,SENECA FOODS CORP,Fabricated Metals,Xylene (mixed isomers),NO,YES,TRI,NO,NO,NO,358327.29000000004
ISP CHEMICALS LLC,CHATHAM,NJ,40.73485,-74.37765,ASHLAND LLC,Chemicals,Formaldehyde,NO,YES,TRI,YES,NO,NO,9391.02
ST CHARLES OPERATIONS (TAFT/STAR) UNION CARBIDE CORP,HAHNVILLE,LA,29.9829,-90.4437,DOW INC,Chemicals,"Hydrochloric acid (acid aerosols including mists, vapors, gas, fog, and other airborne forms of any particle size)",NO,YES,TRI,NO,NO,NO,4172724.77
CURT G JOA INC,SHEBOYGAN FALLS,WI,43.73437,-87.81633,,Machinery,Cobalt,NO,YES,TRI,YES,NO,NO,71186.1
GULF OIL LP LINDEN TERMINAL,LINDEN,NJ,40.604569,-74.23465,GULF OIL LP,Petroleum Bulk Terminals,Xylene (mixed isomers),NO,YES,TRI,NO,NO,NO,9691.1
CLARIANT CORP  MOUNT HOLLY EAST PLANT,CHARLOTTE,NC,35.2953,-81.0071,CLARIANT CORP,Hazardous Waste,Formaldehyde,NO,YES,TRI,YES,NO,NO,28659.46
CONAGRA FOODS PACKAGED FOODS LLC,MENOMONIE,WI,44.88126,-91.93518,CONAGRA BRANDS INC,Food,Nitrate compounds (water dissociable; reportable only when in aqueous solution),NO,NO,TRI,NO,NO,NO,241836.86
MAPES PIANO STRING CO,ELIZABETHTON,TN,36.35033,-82.21696,,Primary Metals,Copper,NO,NO,TRI,NO,NO,NO,90500.96
US ARMY LAKE CITY ARMY AMMUNITION PLANT,INDEPENDENCE,MO,39.103996,-94.280859,US DEPARTMENT OF DEFENSE,Fabricated Metals,Antimony,NO,YES,TRI,NO,NO,NO,8761.15
CABOT CORP,WAVERLY,WV,39.33455,-81.390904,CABOT CORP,Chemicals,Carbon disulfide,NO,YES,TRI,NO,NO,NO,5380551.07
OLDCASTLE APG - FREDONIA,FREDONIA,PA,41.32321,-80.25918,CRH AMERICAS INC,Nonmetallic Mineral Product,Lead compounds,NO,YES,PBT,NO,YES,NO,0.85
CAMPBELL OIL CO-MASSILLON,MASSILLON,OH,40.79067,-81.52033,,Petroleum Bulk Terminals,Ethylbenzene,NO,YES,TRI,YES,NO,NO,0.0
ADAMS PRODUCTS CO WILSON,WILSON,NC,35.72526,-77.923,OLDCASTLE INC,Nonmetallic Mineral Product,Lead,NO,NO,PBT,YES,YES,NO,1.1
MOSAIC FERTILIZER LLC UNCLE SAM PLANT,UNCLE SAM,LA,30.019619,-90.769063,THE MOSAIC CO,Chemicals,Hydrogen fluoride,NO,YES,TRI,NO,NO,NO,67500.57
GM NORTH AMERICAN TRUCK GROUP BALTIMORE,BALTIMORE,MD,39.26772,-76.54322,GENERAL MOTORS CORP,Transportation Equipment,Ethylbenzene,NO,YES,TRI,YES,NO,NO,56210.37
INTERNATIONAL PAPER FRANKLIN MILL,FRANKLIN,VA,36.678218,-76.912272,INTERNATIONAL PAPER CO,Paper,"Hydrochloric acid (acid aerosols including mists, vapors, gas, fog, and other airborne forms of any particle size)",NO,YES,TRI,NO,NO,NO,3184001.08
SPRAGUE RIVER ROAD TERMINAL,NEWINGTON,NH,43.1117,-70.815,HARTREE PARTNERS LP,Petroleum Bulk Terminals,"Benzo[g,h,i]perylene",NO,YES,PBT,NO,YES,NO,1.033
LOUISVILLE GAS & ELECTRIC CO. - TRIMBLE COUNTY STATION,BEDFORD,KY,38.584751,-85.411645,PPL CORP,Electric Utilities,Dioxin and dioxin-like compounds,NO,YES,Dioxin,YES,YES,NO,0.0111553772
GRIFFITH ENERGY - PALMYRA,PALMYRA,NY,43.06192,-77.196765,SUPERIOR PLUS ENERGY SERVICES INC,Petroleum Bulk Terminals,Ethylbenzene,NO,YES,TRI,YES,NO,NO,0.0
CONCRETE EQUIPMENT CO IN C,BLAIR,NE,41.54541,-96.1317,OSHKOSH TRUCK CORP,Machinery,Toluene,NO,YES,TRI,NO,NO,NO,61501.08
RINECO,BENTON,AR,34.513889,-92.630556,,Hazardous Waste,"1,1-Dichloro-1-fluoroethane (HCFC-141b)",NO,NO,TRI,NO,NO,NO,458991.07
CLEAN HARBORS DEER PARK LLC,LA PORTE,TX,29.73028,-95.08981,CLEAN HARBORS INC,Hazardous Waste,Tetrachloroethylene,NO,YES,TRI,YES,NO,NO,1040224.18
CEMEX CONSTRUCTION MATERIALS L.P.,TULARE,CA,36.18847,-119.34174,CEMEX INC,Nonmetallic Mineral Product,Lead compounds,NO,YES,PBT,NO,YES,NO,85.0
AZZ GALVANIZING SERVICES-MUNCIE,MUNCIE,IN,40.17237,-85.38624,AZZ INC,Fabricated Metals,Zinc compounds,NO,NO,TRI,NO,NO,NO,26529.73
PLEASANTS POWER STATION,WILLOW ISLAND,WV,39.36694,-81.29998,ENERGY HARBOR LLC,Electric Utilities,Selenium compounds,NO,YES,TRI,NO,NO,NO,102971.71
MISSISSIPPI POWER CO - PLANT DANIEL,MOSS POINT,MS,30.530331,-88.556208,SOUTHERN CO,Electric Utilities,Nickel compounds,NO,YES,TRI,YES,NO,NO,42251.34
PLASTECH DECORATING SYSTEMS,ELWOOD,IN,40.272504,-85.812606,PLASTECH ENGINEERED PRODUCTS,Transportation Equipment,Aluminum oxide (fibrous forms),NO,NO,TRI,NO,NO,NO,923.494
GEORGIA-PACIFIC MADISON GA PLYWOOD,MADISON,GA,33.61038,-83.43236,KOCH INDUSTRIES INC,Wood Products,Diisocyanates,NO,NO,TRI,NO,NO,NO,0.0
ORICA USA INC-GALENA SITE,EAST DUBUQUE,IL,42.461285,-90.560133,ORICA USA INC,Chemicals,Ammonia,NO,NO,TRI,NO,NO,NO,1.0
CONKLIN CORP,PLEASANT VALLEY,NY,41.74969,-73.84409,INTRACOM SA,Computers and Electronic Products,Lead,NO,NO,PBT,YES,YES,NO,1916.34
EAST KANSAS AGRI-ENERGY,GARNETT,KS,38.271522,-95.237414,,Chemicals,Xylene (mixed isomers),NO,YES,TRI,NO,NO,NO,2653.0
FORD MOTOR CO DEARBORN TRUCK PLANT,DEARBORN,MI,42.3025,-83.154167,FORD MOTOR CO,Transportation Equipment,Chromium,NO,YES,TRI,NO,NO,NO,6.3
NEXEO SOLUTIONS LLC (DBA UNIVAR SOLUTIONS USA INC.),WILLOW SPRINGS,IL,41.746272,-87.877057,UNIVAR SOLUTIONS USA INC,Chemical Wholesalers,N-Methyl-2-pyrrolidone,NO,NO,TRI,NO,NO,NO,2680.89
BASF CORP,WYANDOTTE,MI,42.219195,-83.14674,BASF CORP,Chemicals,N-Methyl-2-pyrrolidone,NO,NO,TRI,NO,NO,NO,718894.5
AMERICAN BITUMINOUS POWER PARTNERS LP,GRANT TOWN,WV,39.561131,-80.163974,,Electric Utilities,"Hydrochloric acid (acid aerosols including mists, vapors, gas, fog, and other airborne forms of any particle size)",NO,YES,TRI,NO,NO,NO,755016.03
PRINCE SPECIALTY PRODUCTS LLC,BALTIMORE,MD,39.19469,-76.56416,VIBRANTZ TECHNOLOGIES INC,Chemicals,"Hydrochloric acid (acid aerosols including mists, vapors, gas, fog, and other airborne forms of any particle size)",NO,YES,TRI,NO,NO,NO,8561.09
CATERPILLAR INC. - HIGH PERFORMANCE MOLDED PRODUCTS,BOONVILLE,MO,38.935987,-92.7799,CATERPILLAR INC,Plastics and Rubber,Lead compounds,NO,YES,PBT,NO,YES,NO,6986.619999999999
WATTS REGULATOR REGTROL,SPINDALE,NC,35.35039,-81.9129,WATTS WATER TECHNOLOGIES,Fabricated Metals,Copper,NO,NO,TRI,NO,NO,NO,299195.1
AMERICAN ELECTRIC POWER TANNERS CREEK PLANT,LAWRENCEBURG,IN,39.082442,-84.859364,AMERICAN ELECTRIC POWER,Electric Utilities,Chromium compounds (except for chromite ore mined in the Transvaal Region),NO,YES,TRI,NO,NO,NO,478933.85
MICKEY TRUCK BODIES INC,BLOOMINGTON,IL,40.429722,-88.989117,MICKEY TRUCK BODIES INC,Transportation Equipment,Xylene (mixed isomers),NO,YES,TRI,NO,NO,NO,4250.0
KILIAN MANUFACTURING,SYRACUSE,NY,43.0567,-76.11305,REGAL REXNORD CORP,Fabricated Metals,Manganese,NO,YES,TRI,NO,NO,NO,76675.0
CLEAN HARBORS BUTTONWILLOW LLC,BUTTONWILLOW,CA,35.401811,-119.612789,CLEAN HARBORS INC,Hazardous Waste,Dioxin and dioxin-like compounds,NO,YES,Dioxin,YES,YES,NO,0.6016143425599998
TAUBENSEE STEEL & WIRE CO.,WHEELING,IL,42.149207,-87.931322,,Primary Metals,Lead,NO,NO,PBT,YES,YES,NO,2175.0
GENERAL MOTORS LLC ORION ASSEMBLY CENTER,LAKE ORION,MI,42.7158,-83.2607,GENERAL MOTORS LLC,Transportation Equipment,n-Butyl alcohol,NO,NO,TRI,NO,NO,NO,146671.11
ACTEGA N.A. INC,CINNAMINSON,NJ,40.022751,-74.982746,,Chemicals,Ethylene glycol,NO,YES,TRI,NO,NO,NO,25383.08
CLEAN HARBORS EL DORADO LLC,EL DORADO,AR,33.2044,-92.6308,CLEAN HARBORS INC,Hazardous Waste,Aniline,NO,YES,TRI,YES,NO,NO,81669.19
PROVIMI NA INC,LEWISBURG,OH,39.8328,-84.5397,CARGILL INC,Food,Manganese compounds,NO,YES,TRI,NO,NO,NO,1303.78
RUMIANO CHEESE CO,CRESCENT CITY,CA,41.75504,-124.20386,,Food,Peracetic acid,NO,NO,TRI,NO,NO,NO,383.0
ADM,MANKATO,MN,44.186805,-93.995493,ARCHER DANIELS MIDLAND CO,Food,Dioxin and dioxin-like compounds,NO,YES,Dioxin,YES,YES,NO,0.0039021774
TRINITY TANK CAR INC PLT  17,LONGVIEW,TX,32.49454,-94.8175,TRINITY INDUSTRIES INC,Transportation Equipment,Manganese compounds,NO,YES,TRI,NO,NO,NO,164617.0
THERMO KING CORP,LOUISVILLE,GA,33.004874,-82.388459,INGERSOLL-RAND CO,Machinery,Copper,NO,NO,TRI,NO,NO,NO,218495.47
LC MANUFACTURING LLC,LAKE CITY,MI,44.40285,-85.210994,LC MANUFACTURING LLC,Fabricated Metals,Nickel,NO,YES,TRI,YES,NO,NO,0.0
DUPONT FLORENCE SITE,FLORENCE,SC,34.197605,-79.577551,E I DU PONT DE NEMOURS & CO,Chemicals,Ethylene glycol,NO,YES,TRI,NO,NO,NO,442666.98
HEXPOL COMPOUNDING CALIFORNIA,SANTA FE SPRINGS,CA,33.96655,-118.06078,HEXPOL COMPOUNDING LLC,Plastics and Rubber,Di(2-ethylhexyl) phthalate,NO,YES,TRI,YES,NO,NO,417.1
UNIVAR SOLUTIONS USA INC DALLAS,DALLAS,TX,32.9025,-96.692778,UNIVAR SOLUTIONS USA INC,Chemical Wholesalers,Nitric acid,NO,NO,TRI,NO,NO,NO,210.9
LA CYGNE GENERATING STATION,LACYGNE,KS,38.342433,-94.625089,EVERGY INC,Electric Utilities,Chromium compounds (except for chromite ore mined in the Transvaal Region),NO,YES,TRI,NO,NO,NO,210706.48
AMERICAN ELECTRIC POWER BIG SANDY PLANT,LOUISA,KY,38.171401,-82.617758,AMERICAN ELECTRIC POWER,Electric Utilities,Vanadium compounds,NO,NO,TRI,NO,NO,NO,719551.12
MICKEY TRUCK BODIES INC,HIGH POINT,NC,35.92531,-80.01725,MICKEY TRUCK BODIES INC,Transportation Equipment,"2,4-D 2-butoxyethyl ester",NO,YES,TRI,YES,NO,NO,550.0
MAXON CORP,MUNCIE,IN,40.17237,-85.38412,HONEYWELL INTERNATIONAL INC,Machinery,Diisocyanates,NO,NO,TRI,NO,NO,NO,0.0
UNIFORM COLOR CO,HOLLAND,MI,42.76395,-86.0835,UNIFORM COLOR CO,Chemicals,Nickel compounds,NO,YES,TRI,YES,NO,NO,4566.65
"ROHM & HAAS CHEMICALS, LLC PHILADELPHIA PLANT",PHILADELPHIA,PA,40.00277,-75.06404,THE DOW CHEMICAL CO,Chemicals,Oxyfluorfen,NO,YES,TRI,NO,NO,NO,66475.23
GRIFFITH ENERGY - WATERTOWN,WATERTOWN,NY,43.93565,-75.93515,,Petroleum Bulk Terminals,Ethylbenzene,NO,YES,TRI,YES,NO,NO,0.0
PACKAGING CORP OF AMERICA,CLYATTVILLE,GA,30.6949,-83.30442,PACKAGING CORP OF AMERICA,Paper,Barium compounds (except for barium sulfate (CAS No. 7727-43-7)),NO,NO,TRI,NO,NO,NO,34501.0
HYDRO EXTRUSION USA LLC,YANKTON,SD,42.888128,-97.350299,HYDRO EXTRUSION USA LLC,Primary Metals,Certain glycol ethers,NO,YES,TRI,NO,NO,NO,603150.87
TIMPTE INC,DAVID CITY,NE,41.26748,-97.13201,,Transportation Equipment,m-Xylene,NO,YES,TRI,NO,NO,NO,7378.35
EXXON MOBIL CORP EVERETT TERMINAL,EVERETT,MA,42.396384,-71.060496,EXXON MOBIL CORP,Petroleum Bulk Terminals,Naphthalene,NO,YES,TRI,YES,NO,NO,3949.0
SOLON SPECIALTY WIRE CO,SOLON,OH,41.38717,-81.46483,,Primary Metals,Lead,NO,NO,PBT,YES,YES,NO,48597.880000000005
STEELSCAPE INC,RICHMOND,CA,37.999668,-122.352623,STEELSCAPE INC,Fabricated Metals,Chromium compounds (except for chromite ore mined in the Transvaal Region),NO,YES,TRI,NO,NO,NO,8253.01
UNIVAR SOLUTIONS CARSON CA,CARSON,CA,33.839651,-118.236627,UNIVAR SOLUTIONS USA INC,Chemical Wholesalers,Xylene (mixed isomers),NO,YES,TRI,NO,NO,NO,60594.04
AMPAC FINE CHEMICALS VIRGINIA LLC,PETERSBURG,VA,37.189167,-77.348333,AMPAC FINE CHEMICALS LLC,Chemicals,Certain glycol ethers,NO,YES,TRI,NO,NO,NO,3153614.24
INEOS POLYPROPYLENE LLC,CARSON,CA,33.82399,-118.23177,INEOS USA LLC,Petroleum,Zinc compounds,NO,NO,TRI,NO,NO,NO,0.96
COVESTRO,PROCTOR,WV,39.719477,-80.827317,COVESTRO LLC,Chemicals,Zinc compounds,NO,NO,TRI,NO,NO,NO,7198.74
AERCO INTERNATIONAL INC,NORTHVALE,NJ,41.006301,-73.947735,,Machinery,Nickel,NO,YES,TRI,YES,NO,NO,1982.5
WEBSTER INDUSTRIES,TIFFIN,OH,41.1236,-83.18841,,Machinery,Chromium,NO,YES,TRI,NO,NO,NO,24776.06
AIR LIQUIDE ELECTRONICS U.S. LP,MORRISVILLE,PA,40.175,-74.771111,AIR LIQUIDE ELECTRONICS US LP,Chemicals,Chlorine,NO,YES,TRI,NO,NO,NO,0.0
MOUNTAIRE FARMS INC - FRANKFORD FEED MILL,FRANKFORD,DE,38.51762,-75.23858,MOUNTAIRE FARMS INC,Food,Copper compounds,NO,NO,TRI,NO,NO,NO,0.0
TAMPA SHIP LLC,TAMPA,FL,27.927133,-82.443362,,Transportation Equipment,Nickel compounds,NO,YES,TRI,YES,NO,NO,46779.2
PLEASANTS POWER STATION,WILLOW ISLAND,WV,39.36694,-81.29998,ENERGY HARBOR LLC,Electric Utilities,Hydrogen fluoride,NO,YES,TRI,NO,NO,NO,1460001.53
