FACILITY NAME,CITY,ST,LATITUDE,LONGITUDE,PARENT CO NAME,INDUSTRY SECTOR,CHEMICAL,ELEMENTAL METAL INCLUDED,CLEAN AIR ACT CHEMICAL,CLASSIFICATION,CARCINOGEN,PBT,PFAS,TOTAL POLLUTION
US MINT SAN FRANCISCO CA,SAN FRANCISCO,CA,37.77056,-122.42768,US DEPARTMENT OF THE TREASURY,Fabricated Metals,Nickel,NO,YES,TRI,YES,NO,NO,25930.0
UOP LLC,TONAWANDA,NY,42.980322,-78.895612,HONEYWELL INTERNATIONAL INC,Fabricated Metals,Copper,NO,NO,TRI,NO,NO,NO,290215.57
AMERICAN REFINING GROUP INC.,BRADFORD,PA,41.965472,-78.633108,,Petroleum,Lead compounds,NO,YES,PBT,NO,YES,NO,1632.1
QUANEX BUILDING PRODUCTS,CHATSWORTH,IL,40.74646,-88.28635,QUANEX CORP,Fabricated Metals,Copper,NO,NO,TRI,NO,NO,NO,4097.32
PIXELLE SPECIALTY SOLUTIONS,JAY,ME,44.506335,-70.238607,PIXELLE SPECIALTY SOLUTIONS LLC,Paper,"Hydrochloric acid (acid aerosols including mists, vapors, gas, fog, and other airborne forms of any particle size)",NO,YES,TRI,NO,NO,NO,300207.02
STELLA-JONES CORP,BRIERFIELD,AL,33.035995,-86.973577,STELLA-JONES US HOLDING CORP,Wood Products,Creosote,NO,NO,TRI,YES,NO,NO,38111.619999999995
MARMON INDUSTRIAL ENERGY & INFRASTRUCTURE GROUP,EAST GRANBY,CT,41.93073,-72.7087,THE MARMON GROUP LLC,Electrical Equipment,Zinc compounds,NO,NO,TRI,NO,NO,NO,148308.54
MIDAMERICAN ENERGY CO WALTER SCOTT JR ENERGY CENTER,COUNCIL BLUFFS,IA,41.180429,-95.839035,BERKSHIRE HATHAWAY INC,Electric Utilities,Zinc compounds,NO,NO,TRI,NO,NO,NO,237845.98
BUICK RESOURCE RECYCLING FACILITY LLC,BOSS,MO,37.636797,-91.131894,THE RENCO GROUP INC,Primary Metals,Arsenic compounds,NO,YES,TRI,YES,NO,NO,618043.3899999999
SPECIALTY PRODUCTS INC,ROWLETT,TX,32.8999,-96.57798,SPECIALTY PRODUCTS INC,Plastics and Rubber,Diisocyanates,NO,NO,TRI,NO,NO,NO,2000.97
VALERO REFINING-TEXAS LP CORPUS CHRISTI WEST PLANT,CORPUS CHRISTI,TX,27.81775,-97.482552,VALERO ENERGY CORP,Petroleum,Cyclohexane,NO,NO,TRI,NO,NO,NO,445926.27
VALERO REFINING-TEXAS LP CORPUS CHRISTI WEST PLANT,CORPUS CHRISTI,TX,27.81775,-97.482552,VALERO ENERGY CORP,Petroleum,Propylene,NO,NO,TRI,NO,NO,NO,34211.07
ADM PROCESSING,VELVA,ND,48.062103,-100.924722,ARCHER DANIELS MIDLAND CO,Food,n-Hexane,NO,YES,TRI,NO,NO,NO,2400001.26
GERDAU-FORT SMITH MILL,FORT SMITH,AR,35.3025,-94.375278,GERDAU MACSTEEL INC,Primary Metals,Lead compounds,NO,YES,PBT,NO,YES,NO,354066.65
NEARMAN CREEK POWER STATION,KANSAS CITY,KS,39.16222,-94.700287,KANSAS CITY BOARD OF PUBLIC UTILITIES,Electric Utilities,Barium,NO,NO,TRI,NO,NO,NO,4111343.32
GREENHECK FAN CORP - FACILITY 2 & 8,SCHOFIELD,WI,44.91513,-89.59508,GREENHECK FAN CORP,Machinery,Manganese,NO,YES,TRI,NO,NO,NO,931625.128
U.S. TVA PARADISE COMBINED CYCLE,DRAKESBORO,KY,37.2596,-86.9802,US TENNESSEE VALLEY AUTHORITY,Electric Utilities,Arsenic compounds,NO,YES,TRI,YES,NO,NO,552731.11
U.S. TVA PARADISE COMBINED CYCLE,DRAKESBORO,KY,37.2596,-86.9802,US TENNESSEE VALLEY AUTHORITY,Electric Utilities,Nitrate compounds (water dissociable; reportable only when in aqueous solution),NO,NO,TRI,NO,NO,NO,1910001.11
ESSEX GROUP INC CHEMICAL PROCESSING PLANT,FORT WAYNE,IN,41.06979,-85.159162,SUPERIOR ESSEX INC,Chemicals,"4,4'-Diaminodiphenyl ether",NO,YES,TRI,YES,NO,NO,0.0
FORMOSA PLASTICS CORP DE,DELAWARE CITY,DE,39.5851,-75.6492,FORMOSA PLASTICS CORP USA,Chemicals,Ammonia,NO,NO,TRI,NO,NO,NO,20783.56
EXXONMOBIL BATON ROUGE CHEMICAL PLANT (PART),BATON ROUGE,LA,30.495769,-91.173111,EXXON MOBIL CORP,Chemicals,n-Hexane,NO,YES,TRI,NO,NO,NO,9382700.79
CAPITAL RESIN CORP,COLUMBUS,OH,39.912778,-82.987222,,Chemicals,Xylene (mixed isomers),NO,YES,TRI,NO,NO,NO,0.0
DOMTAR PAPER CO,BENNETTSVILLE,SC,34.604536,-79.775331,DOMTAR CORP,Paper,Mercury compounds,NO,YES,PBT,NO,YES,NO,35.67
OSRAM SYLVANIA PRODUCTS INC,HILLSBORO,NH,43.1117,-71.91656,,Electrical Equipment,Chromium,NO,YES,TRI,NO,NO,NO,12555.95
SYPRIS TECHNOLOGIES INC,LOUISVILLE,KY,38.24961,-85.79873,SYPRIS SOLUTIONS INC,Transportation Equipment,Manganese,NO,YES,TRI,NO,NO,NO,887217.25
MCARTHUR LUMBER & POST,MC ARTHUR,OH,39.269416,-82.471962,,Wood Products,Copper compounds,NO,NO,TRI,NO,NO,NO,0.0
CLEVELAND STEEL CONTAINER CORP,QUAKERTOWN,PA,40.44659,-75.337486,CLEVELAND STEEL CONTAINER CORP,Fabricated Metals,Certain glycol ethers,NO,YES,TRI,NO,NO,NO,142706.09
AVON LAKE ENVIRONMENTAL REDEVELOPMENT GROUP LLC,AVON LAKE,OH,41.50458,-82.05433,,Electric Utilities,Arsenic compounds,NO,YES,TRI,YES,NO,NO,156768.79
"U.S. DOD, USAF, NIAGARA FALLS ARS",NIAGARA FALLS,NY,43.115097,-78.93902,US DEPARTMENT OF DEFENSE,Other,Lead,NO,NO,PBT,YES,YES,NO,361.07
UNIVAR SOLUTIONS USA INC - NORCROSS,NORCROSS,GA,33.914804,-84.229382,UNIVAR USA INC,Chemical Wholesalers,Nitric acid,NO,NO,TRI,NO,NO,NO,1527.19
A SCHULMAN INC,STRYKER,OH,41.50398,-84.42831,A SCHULMAN INC,Chemicals,Antimony compounds,NO,YES,TRI,NO,NO,NO,0.0
SHEPHERD CHEMICAL CO,CINCINNATI,OH,39.16528,-84.4425,,Chemicals,Cobalt compounds,NO,YES,TRI,YES,NO,NO,16121.4
STEEL DYNAMICS INC.,JEFFERSONVILLE,IN,38.3229,-85.673182,STEEL DYNAMICS INC,Fabricated Metals,n-Butyl alcohol,NO,NO,TRI,NO,NO,NO,482885.07
TROMBETTA ELECTRONICS,MALDEN,MA,42.4204,-71.07557,,Transportation Equipment,Diisocyanates,NO,NO,TRI,NO,NO,NO,30000.99
ADM CORN PROCESSING-COLUMBUS,COLUMBUS,NE,41.4229,-97.291,ARCHER DANIELS MIDLAND CO,Food,Formaldehyde,NO,YES,TRI,YES,NO,NO,126820.0
HOLLYFRONTIER NAVAJO REFINING LLC - LEA REFINERY,LOVINGTON,NM,32.880278,-103.302778,HOLLYFRONTIER CORP,Petroleum,Mercury compounds,NO,YES,PBT,NO,YES,NO,4.58
REYNOLDS METALS CO ST LAWRENCE REDUCTION PLANT,MASSENA,NY,44.982804,-74.748897,ALCOA INC,Primary Metals,Carbonyl sulfide,NO,YES,TRI,NO,NO,NO,263500.17
CHEMTOOL ROCKTON NORTH PLANT,ROCKTON,IL,42.468611,-89.06555,BERKSHIRE HATHAWAY INC,Chemicals,Zinc compounds,NO,NO,TRI,NO,NO,NO,0.0
ZURN WATER LLC,CADDO MILLS,TX,33.00522,-96.229613,ZURN HOLDINGS INC.,Fabricated Metals,Chromium,NO,YES,TRI,NO,NO,NO,115674.66
PRECOAT METALS DIV SEQUA CORP,HOUSTON,TX,29.75564,-95.11109,AZZ INC,Fabricated Metals,Antimony compounds,NO,YES,TRI,NO,NO,NO,4005.42
STANDARD FORGED PRODUCTS LLC PLT 1112,MC KEES ROCKS,PA,40.4819,-80.06501,ARCOSA INC.,Fabricated Metals,Nickel,NO,YES,TRI,YES,NO,NO,0.0
SAFETY-KLEEN SYSTEMS,DOLTON,IL,41.6445,-87.6062,CLEAN HARBORS INC,Hazardous Waste,Ethylbenzene,NO,YES,TRI,YES,NO,NO,1235680.9
SAFETY-KLEEN SYSTEMS,DOLTON,IL,41.6445,-87.6062,CLEAN HARBORS INC,Hazardous Waste,Lead,NO,NO,PBT,YES,YES,NO,16747.96
HEIDELBERG MATERIALS US CEMENT LLC,LOGANSPORT,IN,40.734521,-86.433441,HEIDELBERG MATERIALS US INC,Nonmetallic Mineral Product,"2,6-Dinitrotoluene",NO,NO,TRI,YES,NO,NO,38101.86
CLIFTY CREEK STATION,MADISON,IN,38.738349,-85.419145,OHIO VALLEY ELECTRIC CORP,Electric Utilities,Mercury,NO,YES,PBT,NO,YES,NO,1996.475
VEOLIA ES TECHNICAL SOLUTIONS LLC PORT ARTHUR FACILITY,BEAUMONT,TX,29.853056,-94.095278,VEOLIA N.A. INC.,Hazardous Waste,Diaminotoluene (mixed isomers),NO,NO,TRI,YES,NO,NO,57417.1
LECTRUS CORPORATION,HOUSTON,TX,30.02207,-95.4081,LECTRUS CORP,Fabricated Metals,Nickel,NO,YES,TRI,YES,NO,NO,1247.79
LHOIST NA OF ALABAMA LLC-O'NEAL PLANT,CALERA,AL,33.177082,-86.759452,LHOIST NA INC,Other,Barium compounds (except for barium sulfate (CAS No. 7727-43-7)),NO,NO,TRI,NO,NO,NO,19735.0
LBZ L.L.C. PLATINUM AEROSTRUCTURES,NEVADA,MO,37.8578,-94.33963,,Transportation Equipment,Nitric acid,NO,NO,TRI,NO,NO,NO,3181.8
CORAL CHEMICAL CO,WAUKEGAN,IL,42.362653,-87.880641,QUAKER HOUGHTON PA INC,Chemicals,Sodium nitrite,NO,NO,TRI,NO,NO,NO,0.0
SHELL CHEMICAL APPALACHIA LLC,MONACA,PA,40.67058,-80.3365,SHELL CHEMICAL APPALACHIA LLC,Primary Metals,"Sulfuric acid (acid aerosols including mists, vapors, gas, fog, and other airborne forms of any particle size)",NO,NO,TRI,NO,NO,NO,25965.24
BRANDFX LLC,SWEA CITY,IA,43.38496,-94.30839,BRANDFX LLC,Transportation Equipment,Styrene,NO,YES,TRI,YES,NO,NO,131803.91
U.S. DOE SAVANNAH RIVER OPS,AIKEN,SC,33.290556,-81.648889,US DEPARTMENT OF ENERGY,Other,Lead compounds,NO,YES,PBT,NO,YES,NO,146617.818
WIELAND ROLLED PRODUCTS N.A. - EAST ALTON MAIN PLAN,EAST ALTON,IL,38.888368,-90.112807,WIELAND HOLDINGS INC,Primary Metals,Nickel,NO,YES,TRI,YES,NO,NO,6105.93
ANCHOR PAINT MANUFACTURING CO INC,TULSA,OK,36.14249,-95.902256,,Chemicals,Methyl isobutyl ketone,NO,YES,TRI,YES,NO,NO,5450.365
MNP CORP,UTICA,MI,42.61895,-83.03788,MNP CORP,Fabricated Metals,Manganese,NO,YES,TRI,NO,NO,NO,69946.88
THOR MOTOR COACH INC,ELKHART,IN,41.6827,-85.9125,THOR INDUSTRIES INC,Transportation Equipment,Xylene (mixed isomers),NO,YES,TRI,NO,NO,NO,6251.02
BORGWARNER ITHACA LLC,ITHACA,NY,42.50104,-76.4713,BORGWARNER INC,Transportation Equipment,Chromium,NO,YES,TRI,NO,NO,NO,23953.33
TRELLEBORG COATED SYSTEMS US INC,RUTHERFORDTON,NC,35.37798,-81.94629,TRELLEBORG CORP,Textiles,Zinc compounds,NO,NO,TRI,NO,NO,NO,638.34
JOHN TWITTY ENERGY CENTER,SPRINGFIELD,MO,37.152882,-93.387741,CITY UTILITIES OF SPRINGFIELD MO,Electric Utilities,Ammonia,NO,NO,TRI,NO,NO,NO,110381.04
BUCKEYE INTERNATIONAL INC.,MARYLAND HEIGHTS,MO,38.71039,-90.422015,,Chemicals,Certain glycol ethers,NO,YES,TRI,NO,NO,NO,33277.11
DESOTO TREATED MATERIALS INC,WIGGINS,MS,30.843806,-89.137556,,Wood Products,Arsenic compounds,NO,YES,TRI,YES,NO,NO,10836.93
GREEN PLAINS OBION LLC,RIVES,TN,36.28305,-89.147607,GREEN PLAINS RENEWABLE ENERGY INC,Chemicals,Toluene,NO,YES,TRI,NO,NO,NO,14224.05
TIMKENSTEEL CORP-FAIRCREST STEEL PLANT,CANTON,OH,40.772304,-81.427606,TIMKENSTEEL CORP,Fabricated Metals,Chromium,NO,YES,TRI,NO,NO,NO,1185580.18
US OIL & REFINING CO,TACOMA,WA,47.257694,-122.395259,PAR PACIFIC HOLDINGS INC,Petroleum,Ethylbenzene,NO,YES,TRI,YES,NO,NO,17981.32
E R SQUIBB & SONS LLC,PRINCETON,NJ,40.321556,-74.706222,BRISTOL-MYERS SQUIBB CO,Chemicals,Ammonia,NO,NO,TRI,NO,NO,NO,6061.12
GREENE COUNTY STEAM PLANT,FORKLAND,AL,32.6023,-87.7859,SOUTHERN CO,Electric Utilities,Naphthalene,NO,YES,TRI,YES,NO,NO,0.0
CLEVELAND-CLIFFS WEIRTON LLC,WEIRTON,WV,40.403,-80.587,CLEVELAND-CLIFFS INC,Primary Metals,Zinc compounds,NO,NO,TRI,NO,NO,NO,141499.81
ASSOCIATED ELECTRIC COOPERATIVE INC NEW MADRID POWER PLANT,MARSTON,MO,36.5147,-89.5617,ASSOCIATED ELECTRIC COOPERATIVE INC,Electric Utilities,"Hydrochloric acid (acid aerosols including mists, vapors, gas, fog, and other airborne forms of any particle size)",NO,YES,TRI,NO,NO,NO,224001.03
MERICHEM TECHNOLOGIES LLC CATALYST PLANT,TUSCALOOSA,AL,33.24554,-87.47921,MERICHEM CO,Petroleum,Cresol (mixed isomers),NO,YES,TRI,NO,NO,NO,378388.69
KEYSTONE POWER PLANT,SHELOCTA,PA,40.6604,-79.3411,KEYSTONE-CONEMAUGH PROJECTS LLC,Electric Utilities,Hydrogen fluoride,NO,YES,TRI,NO,NO,NO,805874.94
PREMCOR REFINING GROUP INC PORT ARTHUR,PORT ARTHUR,TX,29.868333,-93.968333,VALERO ENERGY CORP,Petroleum,"1,3-Butadiene",NO,YES,TRI,YES,NO,NO,541.0699999999999
KEYSTONE FOODS LLC - CAMILLA PROCESSING,CAMILLA,GA,31.28121,-84.18789,TYSON FOODS INC,Food,Ammonia,NO,NO,TRI,NO,NO,NO,1212016.03
CROWLEY JUNEAU BULK FUEL STORAGE FACILITY,JUNEAU,AK,58.29,-134.395,CROWLEY FUELS LLC,Petroleum Bulk Terminals,Ethylbenzene,NO,YES,TRI,YES,NO,NO,131.0
CENTRAL ELECTRIC MANUFACTURING CO,FULTON,MO,38.771722,-92.031528,AVAIL INFRASTRUCTURE SOLUTIONS,Electrical Equipment,Copper,NO,NO,TRI,NO,NO,NO,0.0
MONTOUR STEAM ELECTRIC STATION,DANVILLE,PA,41.069974,-76.665133,TALEN ENERGY CORP,Electric Utilities,Copper compounds,NO,NO,TRI,NO,NO,NO,50.98
ABB INSTALLATION PRODUCTS INC,ORMOND BEACH,FL,29.328238,-81.114181,ABB INC,Electrical Equipment,Lead compounds,NO,YES,PBT,NO,YES,NO,77.39999999999999
US TVA WIDOWS CREEK FOSSIL PLANT,STEVENSON,AL,34.883314,-85.755278,US TENNESSEE VALLEY AUTHORITY,Electric Utilities,"Hydrochloric acid (acid aerosols including mists, vapors, gas, fog, and other airborne forms of any particle size)",NO,YES,TRI,NO,NO,NO,8100000.98
AVX CORP MYRTLE BEACH,MYRTLE BEACH,SC,33.67867,-78.90842,KYOCERA INTERNATIONAL INC,Computers and Electronic Products,Lead compounds,NO,YES,PBT,NO,YES,NO,8322.66
THE SOUSA CORP,NEWINGTON,CT,41.69481,-72.74869,,Fabricated Metals,Ammonia,NO,NO,TRI,NO,NO,NO,11.0
VEOLIA N.A. INC.,SAUGET,IL,38.598032,-90.180633,,Hazardous Waste,Xylene (mixed isomers),NO,YES,TRI,NO,NO,NO,95340.9
SUNCOR ENERGY COMMERCE CITY REFINERY,COMMERCE CITY,CO,39.803333,-104.945556,SUNCOR ENERGY (USA) INC,Petroleum,"Benzo[g,h,i]perylene",NO,YES,PBT,NO,YES,NO,1.75
STEELFAB INC,CHARLOTTE,NC,35.22948,-80.9771,,Fabricated Metals,Manganese,NO,YES,TRI,NO,NO,NO,364909.55
STEEL KING INDUSTRIES INC,NEW LONDON,WI,44.373832,-88.739211,STEEL KING INDUSTRIES INC,Furniture,Zinc compounds,NO,NO,TRI,NO,NO,NO,7136.420000000001
DANISCO USA INC,MADISON,WI,43.04953,-89.29171,INTERNATIONAL FLAVORS & FRAGRANCES INC,Food,Nitric acid,NO,NO,TRI,NO,NO,NO,169467.08000000002
SI GROUP INC. - NEWPORT TN,NEWPORT,TN,35.988056,-83.200556,SI GROUP INC,Chemicals,Ethylbenzene,NO,YES,TRI,YES,NO,NO,6821564.359999999
RHINEHART OIL CO. HOLBROOK BULK PLANT,HOLBROOK,AZ,34.90284,-110.17328,RHINEHART OIL CO LLC,Petroleum Bulk Terminals,Benzene,NO,YES,TRI,YES,NO,NO,0.0
CAMPBELL OIL & GAS CO.,ELIZABETHTOWN,NC,34.63212,-78.616874,,Petroleum Bulk Terminals,Xylene (mixed isomers),NO,YES,TRI,NO,NO,NO,1.0
C & B PIPING PLANT EXPANSION,LEEDS,AL,33.54653,-86.517835,,Other,Nickel,NO,YES,TRI,YES,NO,NO,98081.0
NORTHROP GRUMMAN SYSTEMS CORP - BACCHUS,MAGNA,UT,40.717788,-112.091777,NORTHROP GRUMMAN CORP,Transportation Equipment,Nitric acid,NO,NO,TRI,NO,NO,NO,110940.96
REAL ALLOY RECYCLING LLC,MORGANTOWN,KY,37.196389,-86.725833,REAL ALLOY HOLDING LLC,Primary Metals,Dioxin and dioxin-like compounds,NO,YES,Dioxin,YES,YES,NO,0.7468040019000001
EXXON MOBIL CORP SOUTH HOUSTON TERMINAL,HOUSTON,TX,29.666409,-95.398065,EXXON MOBIL CORP,Petroleum Bulk Terminals,"Benzo[g,h,i]perylene",NO,YES,PBT,NO,YES,NO,0.9
UNIVAR SOLUTIONS USA INC TAMPA FACILITY,TAMPA,FL,27.887962,-82.394622,UNIVAR SOLUTIONS USA INC,Chemical Wholesalers,Ethylbenzene,NO,YES,TRI,YES,NO,NO,4821.34
RUSSELL STANDARD CORP,READING,PA,40.392686,-75.931806,RUSSELL STANDARD CORP,Petroleum,"Benzo[g,h,i]perylene",NO,YES,PBT,NO,YES,NO,0.38
COLONIAL CHEMICAL INC,SOUTH PITTSBURG,TN,34.99767,-85.64357,,Chemicals,Methanol,NO,YES,TRI,NO,NO,NO,221861.45
LATROBE SPECIALTY METALS,LATROBE,PA,40.302598,-79.372804,CARPENTER TECHNOLOGY CORP,Primary Metals,Vanadium compounds,NO,NO,TRI,NO,NO,NO,42943.98
WISCONSIN INDUSTRIAL COATINGS INC.,KAUKAUNA,WI,44.28891,-88.26729,,Fabricated Metals,Chromium,NO,YES,TRI,NO,NO,NO,3.38
AURIA ALBEMARLE LLC,ALBEMARLE,NC,35.3947,-80.20399,AURIA SOLUTIONS USA INC,Textile Product,Cobalt compounds,NO,YES,TRI,YES,NO,NO,8387.05
TAMPA ELECTRIC CO BIG BEND POWER STATION,APOLLO BEACH,FL,27.795252,-82.403209,TECO ENERGY INC,Electric Utilities,Vanadium compounds,NO,NO,TRI,NO,NO,NO,151851.06
DELTECH RESIN CO,NEWARK,NJ,40.712446,-74.139073,NEWCHEM INC,Chemicals,Ethylbenzene,NO,YES,TRI,YES,NO,NO,47990.52
HOWMET GLOBAL FASTENING SYSTEMS INC.,FULLERTON,CA,33.86417,-117.88946,HOWMET AEROSPACE INC,Fabricated Metals,Nickel,NO,YES,TRI,YES,NO,NO,328281.185
EUTECTIC CORP,MENOMONEE FALLS,WI,43.18979,-88.087801,CASTOLIN EUTECTIC,Fabricated Metals,Manganese compounds,NO,YES,TRI,NO,NO,NO,6000.9400000000005
BASF CORP,SENECA,SC,34.650437,-82.956115,BASF CORP,Chemicals,Nitrate compounds (water dissociable; reportable only when in aqueous solution),NO,NO,TRI,NO,NO,NO,388945.97
BALL METAL BEVERAGE CONTAINER CORP,GOLDEN,CO,39.77664,-105.16541,BALL CORP,Fabricated Metals,"Sulfuric acid (acid aerosols including mists, vapors, gas, fog, and other airborne forms of any particle size)",NO,NO,TRI,NO,NO,NO,0.0
GRIFFITH ENERGY - PEARL CREEK,WYOMING,NY,42.847856,-78.047718,,Petroleum Bulk Terminals,Xylene (mixed isomers),NO,YES,TRI,NO,NO,NO,173.909
TRINSEO LLC-MI OPERATIONS,MIDLAND,MI,43.617297,-84.200045,TRINSEO US HOLDING INC,Chemicals,Butyl acrylate,NO,NO,TRI,NO,NO,NO,13356.46
CEMEX PEMBROKE PINES,HOLLYWOOD,FL,26.00908,-80.3782,CEMEX INC,Nonmetallic Mineral Product,Lead compounds,NO,YES,PBT,NO,YES,NO,0.69
INDUSTRIAL ENGRAVING LLC,PULASKI,WI,44.61549,-88.19169,PRECISION ROLL SOLUTIONS LLC,Machinery,Nitric acid,NO,NO,TRI,NO,NO,NO,25636.31
GULF COAST CHEMICAL LLC,ABBEVILLE,LA,29.956523,-92.140528,GULF COAST COS INC.,Chemical Wholesalers,Ethylbenzene,NO,YES,TRI,YES,NO,NO,625.98
LYONDELL CHEMICAL CO,CHANNELVIEW,TX,29.816654,-95.107603,LYONDELLBASELL FINANCE CO,Chemicals,sec-Butyl alcohol,NO,NO,TRI,NO,NO,NO,331.40999999999997
ALLIED MACHINED PRODUCTS CORP,AUBURN,MA,42.20725,-71.80923,,Fabricated Metals,Copper,NO,NO,TRI,NO,NO,NO,3489636.1100000003
CRIPPLE CREEK & VICTOR GOLD MINING CO,VICTOR,CO,38.721672,-105.157514,NEWMONT MINING CORP,Metal Mining,Sodium nitrite,NO,NO,TRI,NO,NO,NO,0.0
NORTHERN STAR CO,CHASKA,MN,44.85614,-93.59717,MICHAEL FOODS INC,Food,Nitric acid,NO,NO,TRI,NO,NO,NO,60449.05
GREAT LAKES POLYMER TECHNOLOGIES JEROME PLANT,JEROME,ID,42.708998,-114.523967,GREAT LAKES POLYMERS HOLDINGS CORP,Textile Product,Lead compounds,NO,YES,PBT,NO,YES,NO,495.91
BLANCHARD REFINING CO LLC,TEXAS CITY,TX,29.374444,-94.925,MARATHON PETROLEUM CORP,Petroleum,Cobalt compounds,NO,YES,TRI,YES,NO,NO,630680.04
MOUNTAIN STATE CARBON LLC,FOLLANSBEE,WV,40.34361,-80.60667,CLEVELAND CLIFFS INC.,Petroleum,Styrene,NO,YES,TRI,YES,NO,NO,206.03
ECO-SERVICES OPERATIONS,BATON ROUGE,LA,30.507912,-91.181783,ECOVYST CATALYST TECHNOLOGIES LLC,Chemicals,Benzene,NO,YES,TRI,YES,NO,NO,1245953.01
CHAMPIONX-ODESSA PLANT,ODESSA,TX,31.873333,-102.302778,CHAMPIONX CORP,Chemicals,Toluene,NO,YES,TRI,NO,NO,NO,129002.42
U.S. MARINE CORPS AIR STATION YUMA,YUMA,AZ,32.654581,-114.5888,US DEPARTMENT OF DEFENSE,Other,Naphthalene,NO,YES,TRI,YES,NO,NO,16166.0
FCC LOMPOC,LOMPOC,CA,34.67643,-120.50558,,Other,Lead,NO,NO,PBT,YES,YES,NO,7473.3
CLEAN HARBORS EL DORADO LLC,EL DORADO,AR,33.2044,-92.6308,CLEAN HARBORS INC,Hazardous Waste,Propylene,NO,NO,TRI,NO,NO,NO,16589.464
THOMAS PETROLEUM LLC BRIDGEPORT,BRIDGEPORT,TX,33.21523,-97.770065,MAXUM ENTERPRISES LLC,Petroleum Bulk Terminals,Zinc compounds,NO,NO,TRI,NO,NO,NO,0.0
OCCIDENTAL CHEMICAL HOLDING CORP - GEISMAR PLANT,GEISMAR,LA,30.181862,-90.986959,OCCIDENTAL PETROLEUM CORP,Chemicals,"Hexachloro-1,3-butadiene",NO,YES,TRI,NO,NO,NO,8565005.88
EXXONMOBIL ANCHORAGE TANK FARM,PORT ALLEN,LA,30.475226,-91.222063,EXXON MOBIL CORP,Petroleum,Toluene,NO,YES,TRI,NO,NO,NO,241.27
GERDAU-FORT SMITH MILL,FORT SMITH,AR,35.3025,-94.375278,GERDAU MACSTEEL INC,Primary Metals,Barium compounds (except for barium sulfate (CAS No. 7727-43-7)),NO,NO,TRI,NO,NO,NO,15724.829999999998
OMNOVA N.A. INC. JEANNETT E PA PLANT,JEANNETTE,PA,40.3252,-79.61308,SURTECO N.A.,Plastics and Rubber,Antimony compounds,NO,YES,TRI,NO,NO,NO,4560.93
TTM TECHNOLOGIES N.A. LLC,SANTA CLARA,CA,37.36263,-121.93983,TTM TECHNOLOGIES INC,Computers and Electronic Products,Formaldehyde,NO,YES,TRI,YES,NO,NO,5.0200000000000005
TNEMEC CO INC,NORTH KANSAS CITY,MO,39.14474,-94.58213,,Chemicals,Zinc (fume or dust),NO,NO,TRI,NO,NO,NO,3935.09
OIL STATES INDUSTRIES INC.,ARLINGTON,TX,32.62153,-97.13723,OIL STATES INDUSTRIES,Machinery,Di(2-ethylhexyl) phthalate,NO,YES,TRI,YES,NO,NO,0.0
DUPONT SPECIALTY PRODUCTS USA LLC -  CHAMBERS WORKS,DEEPWATER,NJ,39.682362,-75.491379,DUPONT DE NEMOURS INC,Chemicals,Monochloropentafluoroethane (CFC-115),NO,NO,TRI,NO,NO,NO,14066.15
