FACILITY NAME,CITY,ST,LATITUDE,LONGITUDE,PARENT CO NAME,INDUSTRY SECTOR,CHEMICAL,ELEMENTAL METAL INCLUDED,CLEAN AIR ACT CHEMICAL,CLASSIFICATION,CARCINOGEN,PBT,PFAS,TOTAL POLLUTION
INEOS NITRILES USA LLC           GREEN LAKE PLANT,PORT LAVACA,TX,28.570964,-96.83341,INEOS US I INC,Chemicals,Propylene,NO,NO,TRI,NO,NO,NO,76217801.09
MARATHON PETROLEUM CO LP - MICHIGAN REFINING DIV,DETROIT,MI,42.280556,-83.152778,MARATHON PETROLEUM CORP,Petroleum,Ethylene,NO,NO,TRI,NO,NO,NO,20001.16
TYSON FOODS INC FOREST MS FEEDMILL,FOREST,MS,32.360559,-89.472194,TYSON FOODS INC SPRINGDALE AR,Food,Copper compounds,NO,NO,TRI,NO,NO,NO,0.0
FRONTIER ALUMINUM CORP,CORONA,CA,33.88678,-117.61638,,Primary Metals,Toluene,NO,YES,TRI,NO,NO,NO,115666.08
HYDRO EXTRUSION USA LLC,DELHI,LA,32.455979,-91.50686,HYDRO EXTRUSION USA LLC,Primary Metals,Copper,NO,NO,TRI,NO,NO,NO,51492.32
J. L. CLARK LLC,ROCKFORD,IL,42.239777,-89.082747,CCGC LLC,Fabricated Metals,Methyl isobutyl ketone,NO,YES,TRI,YES,NO,NO,566730.05
ASH GROVE CEMENT CO,CHANUTE,KS,37.698786,-95.459748,CRH AMERICAS INC,Nonmetallic Mineral Product,Naphthalene,NO,YES,TRI,YES,NO,NO,64005.93
MALLINCKRODT,SAINT LOUIS,MO,38.65972,-90.19248,MEH INC.,Chemicals,Methyl isobutyl ketone,NO,YES,TRI,YES,NO,NO,826117.5
INTERSTATE CONCRETE & ASPHALT KATHLEEN,COEUR D ALENE,ID,47.715819,-116.797917,OLDCASTLE INC,Nonmetallic Mineral Product,Lead compounds,NO,YES,PBT,NO,YES,NO,0.045
CONOCOPHILLIPS CO EAST CHICAGO TERMINAL,EAST CHICAGO,IN,41.63926,-87.4677,CONOCOPHILLIPS CO,Petroleum Bulk Terminals,"1,2,4-Trimethylbenzene",NO,NO,TRI,NO,NO,NO,3020.67
"FOAMEX INNOVATIONS, INC",MORRISTOWN,TN,36.204722,-83.312222,FOAMEX INNOVATIONS INC,Plastics and Rubber,Diisocyanates,NO,NO,TRI,NO,NO,NO,937.14
CLEAN HARBORS EL DORADO LLC,EL DORADO,AR,33.2044,-92.6308,CLEAN HARBORS INC,Hazardous Waste,Tetrachloroethylene,NO,YES,TRI,YES,NO,NO,1606065.6
SOUTHWIRE CO KENTUCKY PLANT,HAWESVILLE,KY,37.941111,-86.7825,SOUTHWIRE CO,Primary Metals,Manganese,NO,YES,TRI,NO,NO,NO,282.17
BRIDGESTONE APM - FINDLAY AVD,FINDLAY,OH,41.06575,-83.61573,BRIDGESTONE JAPAN,Plastics and Rubber,Ethylene glycol,NO,YES,TRI,NO,NO,NO,17076.97
FREEPORT-MCMORAN MORENCI INC,MORENCI,AZ,33.065,-109.34222,FREEPORT-MCMORAN INC,Metal Mining,Dioxin and dioxin-like compounds,NO,YES,Dioxin,YES,YES,NO,0.0052249494
CLEVELAND-CLIFFS STEEL CORP - MANSFIELD WORKS,MANSFIELD,OH,40.78513,-82.52384,CLEVELAND-CLIFFS INC,Primary Metals,Zinc compounds,NO,NO,TRI,NO,NO,NO,15622091.16
OKAMOTO SANDUSKY MANUFACTURING LLC,SANDUSKY,OH,41.44472,-82.74306,OKAMOTO INDUSTRIES JAPAN,Transportation Equipment,Xylene (mixed isomers),NO,YES,TRI,NO,NO,NO,40950.75
ENTERPRISE PRODUCTS OPERATING LLC,MONT BELVIEU,TX,29.857654,-94.910674,ENTERPRISE PRODUCTS OPERATING LLC,Chemicals,Toluene,NO,YES,TRI,NO,NO,NO,7501.2
DELTA NORTH CHANNEL,HOUSTON,TX,29.86819,-95.12822,DELTA PETROLEUM CO INC,Chemical Wholesalers,Diethanolamine,NO,YES,TRI,NO,NO,NO,1061.19
BASF CORPORATION DECATUR SITE,DECATUR,AL,34.6083,-87.04054,BASF CORP,Chemicals,Mercury compounds,NO,YES,PBT,NO,YES,NO,8.97
VP RACING FUELS INC.,ELMENDORF,TX,29.2725,-98.348333,VP RACING FUELS INC,Petroleum,Toluene,NO,YES,TRI,NO,NO,NO,24291.6
BRADDOCK METALLURGICAL,ATLANTA,GA,33.798729,-84.424389,BRADDOCK METALLURGICAL,Fabricated Metals,Methanol,NO,YES,TRI,NO,NO,NO,0.0
ERCO WORLDWIDE (USA) INC,NEKOOSA,WI,44.3381,-89.8871,ERCO (US) HOLDINGS INC,Chemicals,Lead compounds,NO,YES,PBT,NO,YES,NO,610.65
BASF CORP,SPARTANBURG,SC,34.9027,-81.81428,BASF CORP,Chemicals,"1,2-Butylene oxide",NO,YES,TRI,YES,NO,NO,0.0
EXXONMOBIL CHEMICAL CO BAYTOWN OLEFINS PLANT (PART),BAYTOWN,TX,29.73934,-95.022404,EXXON MOBIL CORP,Chemicals,Styrene,NO,YES,TRI,YES,NO,NO,300138.31
JB INDUSTRIES INC,AURORA,IL,41.76752,-88.28185,,Miscellaneous Manufacturing,Copper,NO,NO,TRI,NO,NO,NO,1007850.9
NALCO CO - CARSON,LONG BEACH,CA,33.83922,-118.23044,ECOLAB INC,Chemicals,Zinc compounds,NO,NO,TRI,NO,NO,NO,404.5
SCHAEFFLER GROUP USA INC - PLANT I,CHERAW,SC,34.685556,-79.896667,SCHAEFFLER GROUP USA INC,Fabricated Metals,Ammonia,NO,NO,TRI,NO,NO,NO,1052.11
NEYRA INDUSTRIES INC,CINCINNATI,OH,39.26208,-84.43561,,Petroleum,Phenanthrene,NO,YES,TRI,NO,NO,NO,1.15
BUILDING MATERIALS MANUFACTURI NG CORP,MOUNT VERNON,IN,37.945361,-87.910444,BUILDING MATERIALS CORP OF AMERICA,Petroleum,Polycyclic aromatic compounds,NO,YES,PBT,YES,YES,NO,10813.09
GEORGIA PACIFIC PANEL PRODUCTS LLC/MOUNT JEWETT MDF,MOUNT JEWETT,PA,41.676116,-78.643327,KOCH INDUSTRIES INC,Wood Products,Formaldehyde,NO,YES,TRI,YES,NO,NO,486027.11
NUCOR STEEL - JEWETT TEXAS DIV,JEWETT,TX,31.354802,-96.165199,NUCOR CORP,Primary Metals,Copper compounds,NO,NO,TRI,NO,NO,NO,368172.82
ROBROY INDUSTRIES-TEXAS LLC,GILMER,TX,32.7158,-94.94294,,Electrical Equipment,Toluene,NO,YES,TRI,NO,NO,NO,63596.06
FCA US WARREN STAMPING PLANT,WARREN,MI,42.46139,-83.0446,FCA US LLC,Transportation Equipment,Zinc compounds,NO,NO,TRI,NO,NO,NO,0.96
PHILLIPS 66 RODEO RENEWABLE ENERGY COMPLEX,RODEO,CA,38.0436,-122.2532,PHILLIPS 66,Petroleum,Tetrachloroethylene,NO,YES,TRI,YES,NO,NO,501.02
SENIOR AEROSPACE INC SSP DIV,BURBANK,CA,34.201757,-118.34136,SENIOR OPERATIONS PLC,Transportation Equipment,Lead,NO,NO,PBT,YES,YES,NO,86356.04
DENCO II LLC,MORRIS,MN,45.5747,-95.9108,,Chemicals,Methanol,NO,YES,TRI,NO,NO,NO,74059.04000000001
GEORGIA-PACIFIC WOOD PRODUCTS LLC  - BROOKNEAL OSB,GLADYS,VA,37.13112,-79.027175,KOCH INDUSTRIES INC,Wood Products,Formaldehyde,NO,YES,TRI,YES,NO,NO,320024.56
3M CO - CYNTHIANA,CYNTHIANA,KY,38.374346,-84.29449,,Paper,tert-Butyl alcohol,NO,NO,TRI,NO,NO,NO,122001.12
COMCAST URETHANE,MARSHALL,MI,42.2528,-84.96523,,Plastics and Rubber,Di(2-ethylhexyl) phthalate,NO,YES,TRI,YES,NO,NO,0.0
EXXONMOBIL BATON ROUGE REFINERY (PART),BATON ROUGE,LA,30.484917,-91.17392,EXXON MOBIL CORP,Petroleum,Styrene,NO,YES,TRI,YES,NO,NO,12267.99
AC INDUSTRIES,AUGUSTA,GA,33.45074,-81.92465,AIRGAS INC,Chemicals,Ammonia,NO,NO,TRI,NO,NO,NO,54392.509999999995
"SOLITE, LLC",ARVONIA,VA,37.70715,-78.329819,SOUTHERN CONCRETE PRODUCTS LLC,Other,Dichloromethane,NO,YES,TRI,YES,NO,NO,113991.18
OWENS-BROCKWAY GLASS CONTAINER INC PLANT 15,WACO,TX,31.51204,-97.16804,O-I GLASS INC,Nonmetallic Mineral Product,Ammonia,NO,NO,TRI,NO,NO,NO,83005.95
GREDE II-BESSEMER,BESSEMER,AL,33.40484,-86.94679,GREDE HOLDINGS LLC,Primary Metals,Copper,NO,NO,TRI,NO,NO,NO,18831.34
U.S. BUREAU OF ENGRAVING & PRINTING WESTERN CURRENCY FACILIT,FORT WORTH,TX,32.9011,-97.34888,US DEPARTMENT OF THE TREASURY,Printing,Nickel compounds,NO,YES,TRI,YES,NO,NO,102581.016
CREATION TCHNOLOGIES WHEELING,WHEELING,IL,42.11212,-87.92708,CREATION TECHNOLOGIES INTERNATIONAL INC,Computers and Electronic Products,Lead,NO,NO,PBT,YES,YES,NO,28826.0
