FACILITY NAME,CITY,ST,LATITUDE,LONGITUDE,PARENT CO NAME,INDUSTRY SECTOR,CHEMICAL,ELEMENTAL METAL INCLUDED,CLEAN AIR ACT CHEMICAL,CLASSIFICATION,CARCINOGEN,PBT,PFAS,TOTAL POLLUTION
J H CAMPBELL GENERATING PLANT,WEST OLIVE,MI,42.912085,-86.203542,CMS ENERGY,Electric Utilities,"Hydrochloric acid (acid aerosols including mists, vapors, gas, fog, and other airborne forms of any particle size)",NO,YES,TRI,NO,NO,NO,158899.93
CARGILL TURKEY PRODUCTION LLC,HARRISONBURG,VA,38.45627,-78.86788,CARGILL INC,Food,Zinc compounds,NO,NO,TRI,NO,NO,NO,0.0
TEKNOR APEX CO,CITY OF INDUSTRY,CA,34.03259,-117.98295,TEKNOR APEX CO,Chemicals,Lead compounds,NO,YES,PBT,NO,YES,NO,4.126
GEORGIA-PACIFIC CROSSETT PAPER OPERATIONS,CROSSETT,AR,33.139372,-91.96557,KOCH INDUSTRIES INC,Chemicals,Epichlorohydrin,NO,YES,TRI,YES,NO,NO,3335.91
STACK METALLURGICAL SERVICES,PORTLAND,OR,45.566648,-122.706799,,Fabricated Metals,Ammonia,NO,NO,TRI,NO,NO,NO,0.0
BOEING COMMERCIAL AIRPLANES-FREDERICKSON,PUYALLUP,WA,47.086549,-122.346851,THE BOEING CO,Transportation Equipment,Nitrate compounds (water dissociable; reportable only when in aqueous solution),NO,NO,TRI,NO,NO,NO,172276.97
GM MLCG FAIRFAX ASSEMBLY,KANSAS CITY,KS,39.147533,-94.601884,GENERAL MOTORS LLC,Transportation Equipment,Certain glycol ethers,NO,YES,TRI,NO,NO,NO,336554.95
BANKER STEEL CO LLC,LYNCHBURG,VA,37.327041,-79.192854,DBM GLOBAL INC.,Fabricated Metals,Lead,NO,NO,PBT,YES,YES,NO,6493.61
EH WOLF & SONS INC-SLINGER FACILITY,SLINGER,WI,43.3311,-88.28977,EDWARD H WOLF & SONS INC,Petroleum Bulk Terminals,Ethylbenzene,NO,YES,TRI,YES,NO,NO,0.0
CLEVELAND BLACK OXIDE INC,CLEVELAND,OH,41.49301,-81.68248,,Fabricated Metals,Nitrate compounds (water dissociable; reportable only when in aqueous solution),NO,NO,TRI,NO,NO,NO,99831.4
FCA US TOLEDO MACHINING PLANT,PERRYSBURG,OH,41.55185,-83.54228,FCA US LLC,Transportation Equipment,Manganese,NO,YES,TRI,NO,NO,NO,5741.8
SAPPI CLOQUET LLC,CLOQUET,MN,46.7239,-92.4316,SDW HOLDINGS CORP,Paper,Methanol,NO,YES,TRI,NO,NO,NO,53761338.17
VCNA PRAIRIE LLC - YARD 1019,EAST DUNDEE,IL,42.092146,-88.241279,VCNA PRAIRIE LLC,Nonmetallic Mineral Product,Nitrate compounds (water dissociable; reportable only when in aqueous solution),NO,NO,TRI,NO,NO,NO,0.0
CARGILL CORN MILLING,EDDYVILLE,IA,41.16226,-92.6361,CARGILL INC,Food,Lead  And Lead Compounds,YES,YES,PBT,NO,YES,NO,18.78
VIANT COLLEGEVILLE LLC,TRAPPE,PA,40.1948,-75.48483,VIANT MEDICAL LLC,Primary Metals,Nitrate compounds (water dissociable; reportable only when in aqueous solution),NO,NO,TRI,NO,NO,NO,322445.6
ND PAPER INC. - RUMFORD DIV,RUMFORD,ME,44.5508,-70.5411,ND PAPER LLC,Paper,Hydrogen sulfide,NO,NO,TRI,NO,NO,NO,1325340.92
THE ANDERSONS MARATHON HOLDINGS LLC - DENISON FACILITY,DENISON,IA,41.994167,-95.39,THE ANDERSONS INC,Chemicals,Formic acid,NO,NO,TRI,NO,NO,NO,93431.95
GASTON ELECTRONICS,MOUNT HOLLY,NC,35.315752,-81.043223,,Fabricated Metals,Lead,NO,NO,PBT,YES,YES,NO,1.019
WHIRLPOOL CORP,FALL RIVER,MA,41.74239,-71.11662,WHIRLPOOL CORP,Machinery,Copper,NO,NO,TRI,NO,NO,NO,196897.79
FLOCRYL LLC-ACRYLATES,RICEBORO,GA,31.743668,-81.431776,SNF HOLDING CO,Chemicals,Methyl acrylate,NO,NO,TRI,YES,NO,NO,370824.94
H.B. FULLER CO,COVINGTON,GA,33.617778,-83.831389,HB FULLER CO,Chemicals,Formaldehyde,NO,YES,TRI,YES,NO,NO,0.0
VALERO REFINING - NEW ORLEANS LLC,NORCO,LA,29.985278,-90.392778,VALERO ENERGY CORP,Petroleum,Ethylbenzene,NO,YES,TRI,YES,NO,NO,39380.94
TSI SEMICONDUCTORS AMERICA LLC,ROSEVILLE,CA,38.77518,-121.31299,TSI SEMICONDUCTORS LLC,Computers and Electronic Products,Nitric acid,NO,NO,TRI,NO,NO,NO,924.86
ARMACELL ENGINEERED FOAMS,CONOVER,NC,35.69244,-81.20573,ARMACELL US HOLDINGS INC,Plastics and Rubber,Antimony  And Antimony Compounds,YES,YES,TRI,NO,NO,NO,187703.46
ALLEIMA USA LLC,CLARKS SUMMIT,PA,41.52675,-75.66107,,Primary Metals,Chromium,NO,YES,TRI,NO,NO,NO,4435673.949999999
PROCTER & GAMBLE MGF ST LOUIS,SAINT LOUIS,MO,38.67417,-90.20053,THE PROCTER & GAMBLE CO,Chemicals,Zinc compounds,NO,NO,TRI,NO,NO,NO,2672.0199999999995
FORD MOTOR CO KENTUCKY TRUCK PLANT,LOUISVILLE,KY,38.2935,-85.5322,FORD MOTOR CO,Transportation Equipment,Zinc compounds,NO,NO,TRI,NO,NO,NO,4517.07
MORTON INDUSTRIES LLC,MORTON,IL,40.625948,-89.453878,,Fabricated Metals,Nickel,NO,YES,TRI,YES,NO,NO,29213.56
HERKER INDUSTRIES INC,MENOMONEE FALLS,WI,43.120638,-88.082909,,Fabricated Metals,Chromium,NO,YES,TRI,NO,NO,NO,95915.53
DUKE ENERGY PROGRESS LLC - ROXBORO STEAM ELECTRIC PLANT,SEMORA,NC,36.4833,-79.0731,DUKE ENERGY CORP,Electric Utilities,Lead compounds,NO,YES,PBT,NO,YES,NO,165968.26
EMERALD STEEL PROCESSING LLC - MADISON HEIGHTS FACILITY,MADISON HEIGHTS,MI,42.52481,-83.1196,,Fabricated Metals,Chromium,NO,YES,TRI,NO,NO,NO,15.29
AES HAWAII LLC,KAPOLEI,HI,21.306111,-158.108056,AES CORP,Electric Utilities,Lead  And Lead Compounds,YES,YES,PBT,NO,YES,NO,7369.910000000001
VEOLIA ES TECHNICAL SOLUTIONS LLC PORT ARTHUR FACILITY,BEAUMONT,TX,29.853056,-94.095278,VEOLIA N.A. INC.,Hazardous Waste,Amitrole,NO,NO,TRI,YES,NO,NO,62166.0
THE TFC GROUP LLC,ADDISON,IL,41.91575,-87.99244,,Fabricated Metals,Chromium  and Chromium Compounds(except for chromite ore mined in the Transvaal Region),YES,YES,TRI,NO,NO,NO,9040.85
GEORGIA-PACIFIC MONTICELLO LL C,MONTICELLO,MS,31.625853,-90.0839,KOCH INDUSTRIES INC,Paper,Nitrate compounds (water dissociable; reportable only when in aqueous solution),NO,NO,TRI,NO,NO,NO,410000.88
HINO MOTORS MANUFACTURING USA INC.,MINERAL WELLS,WV,39.209743,-81.524367,,Transportation Equipment,Methanol,NO,YES,TRI,NO,NO,NO,0.0
BRIGHTON TRU EDGE,NATCHEZ,MS,31.52977,-91.43476,ENERFAB INC,Fabricated Metals,Nickel,NO,YES,TRI,YES,NO,NO,265126.0
CINCO PLANT,RICHMOND,TX,29.70414,-95.72556,ARGOS USA CORP,Nonmetallic Mineral Product,Lead,NO,NO,PBT,YES,YES,NO,1.065
DNP IMAGINGCOMM AMERICA CORP,MOUNT PLEASANT,PA,40.186809,-79.578413,DNP IMAGINGCOMM AMERICA CORP,Miscellaneous Manufacturing,Toluene,NO,YES,TRI,NO,NO,NO,12394870.92
GENERAL DYNAMICS (NASSCO),SAN DIEGO,CA,32.69109,-117.1337,GENERAL DYNAMICS CORP,Transportation Equipment,Manganese,NO,YES,TRI,NO,NO,NO,105.77
DEXTER AXLE,ALBION,IN,41.392228,-85.408514,BROOKFIELD ASSET MANAGEMENT (US) INC,Transportation Equipment,Manganese,NO,YES,TRI,NO,NO,NO,3198805.92
TESORO LOS ANGELES REFINERY-CARSON OPERATIONS,CARSON,CA,33.815889,-118.243953,TESORO CORP,Petroleum,Toluene,NO,YES,TRI,NO,NO,NO,522.04
STELLA-JONES CORP,CAMERON,WI,45.398027,-91.735463,STELLA-JONES US HOLDING CORP,Wood Products,Polycyclic aromatic compounds,NO,YES,PBT,YES,YES,NO,32.82
SHERWIN-WILLIAMS CO,ELKHART,IN,41.71994,-85.9171,THE SHERWIN-WILLIAMS CO,Chemicals,Xylene (mixed isomers),NO,YES,TRI,NO,NO,NO,0.0
BASF CORP,SPARTANBURG,SC,34.9027,-81.81428,BASF CORP,Chemicals,Ethylene oxide,NO,YES,TRI,YES,NO,NO,161251.91
PHILADELPHIA ENERGY SOLUTIONS REFINING PHILADELPHIA REFINERY,PHILADELPHIA,PA,39.9147,-75.2005,PHILADELPHIA ENERGY SOLUTIONS LLC,Petroleum,Lead compounds,NO,YES,PBT,NO,YES,NO,6389.17
SEATS INC,REEDSBURG,WI,43.52458,-89.98645,,Transportation Equipment,Chromium,NO,YES,TRI,NO,NO,NO,112291.05
AMERICAN PACKAGING CORP,COLUMBUS,WI,43.3437,-89.0228,AMERICAN PACKAGING CORP,Printing,Toluene,NO,YES,TRI,NO,NO,NO,52530.92
NUCOR STEEL NEBRASKA,NORFOLK,NE,42.078346,-97.360153,NUCOR CORP,Primary Metals,Mercury compounds,NO,YES,PBT,NO,YES,NO,595.22
ADVANCED BEARING MATERIALS LLC,GREENSBURG,IN,39.3355,-85.5093,MIBA BEARINGS US LLC,Transportation Equipment,Lead  And Lead Compounds,YES,YES,PBT,NO,YES,NO,1990935.96
PRECISION STAMPING CO. INC,HOWELL,MI,42.58338,-83.88536,,Transportation Equipment,Chromium,NO,YES,TRI,NO,NO,NO,672525.8400000001
WESTROCK CP LLC,FLORENCE,SC,34.151538,-79.559201,WESTROCK CO,Paper,Dioxin and dioxin-like compounds,NO,YES,Dioxin,YES,YES,NO,0.0074185463
PALMER FOUNDRY INC,PALMER,MA,42.17708,-72.32346,,Primary Metals,Diisocyanates,NO,NO,TRI,NO,NO,NO,7.79
CROWN GROUP PORTLAND TN PLANT,PORTLAND,TN,36.59591,-86.5194,PPG INDUSTRIES INC,Fabricated Metals,Zinc compounds,NO,NO,TRI,NO,NO,NO,76289.84
CEMEX SOUTHEAST LLC - DEMOPOLIS PLANT,DEMOPOLIS,AL,32.5127,-87.815631,CEMEX INC,Nonmetallic Mineral Product,Ammonia,NO,NO,TRI,NO,NO,NO,34467.1
CHEMICAL WASTE MANAGEMENT,EMELLE,AL,32.804207,-88.312353,WASTE MANAGEMENT INC,Hazardous Waste,Barium  And Barium Compounds,YES,NO,TRI,NO,NO,NO,854526.9299999999
PHILLIPS 66 CO FREEPORT I TERMINAL,FREEPORT,TX,29.072278,-95.744703,PHILLIPS 66,Petroleum Bulk Terminals,n-Hexane,NO,YES,TRI,NO,NO,NO,33050.96
SIESCO VALLEY SCREW PRODUCTS,UNION,MO,38.460282,-91.021401,MAE ENGINEERED PRODUCTS LLC,Fabricated Metals,Lead,NO,NO,PBT,YES,YES,NO,83110.85
ERGON ASPHALT PARTNERS LP. - PORT OF MUSKOGEE,MUSKOGEE,OK,35.779694,-95.302028,ERGON INC,Petroleum,Polycyclic aromatic compounds,NO,YES,PBT,YES,YES,NO,473.26
COASTAL CHEMICAL CO. LLC,MAURICE,LA,30.108442,-92.156604,BRENNTAG N.A. INC,Chemicals,Methanol,NO,YES,TRI,NO,NO,NO,965401.63
MARATHON MANDAN REFINERY,MANDAN,ND,46.8441,-100.8855,MARATHON PETROLEUM CORP,Petroleum,Hydrogen cyanide,NO,YES,TRI,NO,NO,NO,128195.97
PRC-DESOTO INTERNATIONAL INC.,MOJAVE,CA,34.9885,-118.15004,PPG INDUSTRIES INC,Chemicals,n-Butyl alcohol,NO,NO,TRI,NO,NO,NO,239556.4
AEROFIL TECHNOLOGY INC,SULLIVAN,MO,38.226647,-91.172602,,Chemicals,n-Hexane,NO,YES,TRI,NO,NO,NO,1210.66
GM TRUCK GROUP FORT WAYNE ASSEMBLY,ROANOKE,IN,40.964311,-85.302752,GENERAL MOTORS LLC,Transportation Equipment,Formaldehyde,NO,YES,TRI,YES,NO,NO,458201.06
PHILLIPS 66 CO SWEENY REFINERY COMPLEX,OLD OCEAN,TX,29.070847,-95.750363,PHILLIPS 66 CO,Petroleum,Styrene,NO,YES,TRI,YES,NO,NO,365.96
VESTA INTERMEDIATE FUNDING INC,FRANKLIN,WI,42.865234,-87.987793,LUBRIZOL CORP,Miscellaneous Manufacturing,Xylene (mixed isomers),NO,YES,TRI,NO,NO,NO,316371.37
LA-CO INDUSTRIES INC,ELK GROVE VILLAGE,IL,41.997577,-87.968369,,Miscellaneous Manufacturing,Lead,NO,NO,PBT,YES,YES,NO,1.54
CLIMAX MOLYBDENUM CO-HENDERSON MINE,EMPIRE,CO,39.7591,-105.8404,FREEPORT-MCMORAN INC,Metal Mining,Nitrate compounds (water dissociable; reportable only when in aqueous solution),NO,NO,TRI,NO,NO,NO,210001.24
FORMOSA PLASTICS CORP TEXAS,POINT COMFORT,TX,28.69759,-96.542101,FORMOSA PLASTICS CORP USA,Chemicals,Vinyl acetate,NO,YES,TRI,YES,NO,NO,5121384.3100000005
RED SPOT PAINT & VARNISH CO INC,EVANSVILLE,IN,37.984931,-87.547674,FUJICHEM INC,Chemicals,n-Butyl alcohol,NO,NO,TRI,NO,NO,NO,10675.8
DURR SYSTEMS INC.,DE PERE,WI,44.42224,-88.06034,,Machinery,Manganese,NO,YES,TRI,NO,NO,NO,39918.01
DUKE ENERGY CAROLINAS LLC - BELEWS CREEK STEAM STATION,WALNUT COVE,NC,36.281338,-80.059438,DUKE ENERGY CORP,Electric Utilities,Mercury compounds,NO,YES,PBT,NO,YES,NO,229.89
AMERICAN HONDA MOTOR CO. INC.,TIMMONSVILLE,SC,34.11808,-79.9177,AMERICAN HONDA MOTOR CO INC,Transportation Equipment,Ethylene glycol,NO,YES,TRI,NO,NO,NO,33246.05
GIANT CEMENT CO,HARLEYVILLE,SC,33.242778,-80.442222,FORTALEZA USA LLC,Nonmetallic Mineral Product,"1,1,2-Trichloroethane",NO,YES,TRI,NO,NO,NO,24252.05
ATI PRECISION FINISHING LLC - MONACA,MONACA,PA,40.68515,-80.26783,ALLEGHENY TECHNOLOGIES INC,Fabricated Metals,Nickel  And Nickel Compounds,YES,YES,TRI,YES,NO,NO,2581.17
EXXONMOBIL OIL BEAUMONT REFINERY (PART),BEAUMONT,TX,30.065833,-94.071388,EXXON MOBIL CORP,Petroleum,Diethanolamine,NO,YES,TRI,NO,NO,NO,81800.95
US ECOLOGY TEXAS INC,ROBSTOWN,TX,27.73076,-97.65202,REPUBLIC SERVICES INC,Hazardous Waste,Polychlorinated biphenyls,NO,YES,PBT,YES,YES,NO,1994.38
FORUM ENERGY TECHNOLOGIES,GUTHRIE,OK,35.878204,-97.46329,FORUM ENERGY TECHNOLOGIES,Machinery,Nickel,NO,YES,TRI,YES,NO,NO,54584.5
CHEMICAL WASTE MANAGEMENT INC,KETTLEMAN CITY,CA,35.95943,-120.00865,WASTE MANAGEMENT INC,Hazardous Waste,Arsenic,NO,YES,TRI,YES,NO,NO,175343.19
BIOURJA RENEWABLES LLC,PEORIA,IL,40.676479,-89.605949,,Chemicals,Benzene,NO,YES,TRI,YES,NO,NO,251.0
USS-CLAIRTON PLANT,CLAIRTON,PA,40.305088,-79.876911,US STEEL CORP,Petroleum,Mercury  And Mercury Compounds,YES,YES,PBT,NO,YES,NO,33.83
U.S. DEPARTMENT OF ENERGY LOS ALAMOS NATIONAL LABORATORY,LOS ALAMOS,NM,35.873967,-106.3195,US DEPARTMENT OF ENERGY,Other,Mercury,NO,YES,PBT,NO,YES,NO,750.3149999999999
CALUMET COTTON VALLEY REFINING LLC CALUMET COTTON VALLEY,COTTON VALLEY,LA,32.800556,-93.412778,CALUMET REFINING LLC,Petroleum,Zinc compounds,NO,NO,TRI,NO,NO,NO,550021.3
INDORAMA VENTURES OXIDES LLC,DAYTON,TX,29.999444,-94.9525,INDORAMA VENTURES USA HOLDINGS LP,Chemicals,Maleic anhydride,NO,YES,TRI,NO,NO,NO,0.0
VERDESIAN LIFE SCIENCES,PASCO,WA,46.225965,-119.08227,,Chemicals,Manganese compounds,NO,YES,TRI,NO,NO,NO,154.01
AMERICAN NICKELOID CO,PERU,IL,41.323971,-89.146129,AMERICAN NICKELOID CO,Fabricated Metals,n-Butyl alcohol,NO,NO,TRI,NO,NO,NO,53233.34
ENERGIZER MANUFACTURING - PORTAGE PLANT,PORTAGE,WI,43.562852,-89.486578,ENERGIZER HOLDINGS INC,Electrical Equipment,Zinc compounds,NO,NO,TRI,NO,NO,NO,30514.1
WRR ENVIRONMENTAL SERVICES CO INC,EAU CLAIRE,WI,44.75786,-91.45707,CARIBOU CORP,Hazardous Waste,Lead,NO,NO,PBT,YES,YES,NO,2589.99
STANLEY WORKS INC TOOLS DIV,CHERAW,SC,34.682168,-79.894569,STANLEY BLACK & DECKER,Fabricated Metals,Diisocyanates,NO,NO,TRI,NO,NO,NO,2500.95
REICHHOLD LLC 2,MORRIS,IL,41.38888,-88.30116,POLYNT COMPOSITES USA INC,Chemicals,Phthalic anhydride,NO,YES,TRI,NO,NO,NO,272035.8
CITGO REFINING & CHEMICALS CO LP-WEST PLANT,CORPUS CHRISTI,TX,27.8103,-97.49828,PDV HOLDING INC.,Petroleum,Propylene,NO,NO,TRI,NO,NO,NO,3931.0
BIOURJA NEW TOWN TERMINAL LLC,NEW TOWN,ND,47.926996,-102.471796,,Petroleum Bulk Terminals,Benzene,NO,YES,TRI,YES,NO,NO,2897.4700000000003
HARLEY-DAVIDSON MOTOR CO,MENOMONEE FALLS,WI,43.1835,-88.0972,HARLEY-DAVIDSON MOTOR CO,Transportation Equipment,Manganese,NO,YES,TRI,NO,NO,NO,243264.9
GATEWAY ENERGY & COKE CO,GRANITE CITY,IL,38.695766,-90.132874,SUNCOKE ENERGY INC,Petroleum,"Sulfuric acid (acid aerosols including mists, vapors, gas, fog, and other airborne forms of any particle size)",NO,NO,TRI,NO,NO,NO,1028833.35
RELADYNE WEST LLC,EVANSTON,WY,41.35443,-111.00361,RELADYNE LLC,Petroleum Bulk Terminals,Xylene (mixed isomers),NO,YES,TRI,NO,NO,NO,0.0
MACA CASTING & MACHINE,SPRINGVILLE,UT,40.184839,-111.63511,,Primary Metals,Phenol,NO,YES,TRI,NO,NO,NO,0.0
JOHNS MANVILLE PLANT 01,WATERVILLE,OH,41.53034,-83.70679,BERKSHIRE HATHAWAY,Nonmetallic Mineral Product,Lead  And Lead Compounds,YES,YES,PBT,NO,YES,NO,393.91
KNOX FERTILIZER CO INC,KNOX,IN,41.2881,-86.64603,,Chemicals,"2,4-D butyl ester",NO,YES,TRI,YES,NO,NO,0.0
ARCH WOOD PROTECTION INC,VALPARAISO,IN,41.443125,-87.010365,LONZA INC,Chemicals,Copper  And Copper Compounds,YES,NO,TRI,NO,NO,NO,8.913
BOSTIK INC.,PIEDMONT,SC,34.72611,-82.446667,ARKEMA DELAWARE INC,Chemicals,Certain glycol ethers,NO,YES,TRI,NO,NO,NO,0.0
THYSSENKRUPP CRANKSHAFT CO LLC,DANVILLE,IL,40.14589,-87.55846,THYSSENKRUPP N.A. LLC,Machinery,Lead,NO,NO,PBT,YES,YES,NO,21646.619999999995
CHROME PLUS INTERNATIONAL LLC,WICHITA,KS,37.64121,-97.38831,,Fabricated Metals,Nitrate compounds (water dissociable; reportable only when in aqueous solution),NO,NO,TRI,NO,NO,NO,217633.8
PREMIER CHEMICAL TECHNOLOGIES LLC,LAFAYETTE,LA,30.167501,-91.994383,,Chemical Wholesalers,Toluene,NO,YES,TRI,NO,NO,NO,50.71
KOHLER CO,KOHLER,WI,43.7375,-87.763889,KOHLER CO,Fabricated Metals,Chromium compounds (except for chromite ore mined in the Transvaal Region),NO,YES,TRI,NO,NO,NO,4529.76
MCCAIN FOODS USA INC,OTHELLO,WA,46.837246,-119.173621,MCCAIN FOODS USA INC,Food,Chromium,NO,YES,TRI,NO,NO,NO,77721.05
TRACKER MARINE LLC,MIAMI,OK,36.921031,-94.881332,TRACKER MARINE LLC,Transportation Equipment,Methyl methacrylate,NO,YES,TRI,NO,NO,NO,136746.16
ECOELECTRICA LP,PENUELAS,PR,17.979,-66.7556,,Electric Utilities,Ammonia,NO,NO,TRI,NO,NO,NO,540491.16
HAYWARD HOLDINGS INC.,CLEMMONS,NC,36.00754,-80.3808,HAYWARD HOLDINGS INC,Plastics and Rubber,Diisocyanates,NO,NO,TRI,NO,NO,NO,0.0
DYNO NOBEL INC,BARRY,IL,39.641347,-90.938072,DYNO NOBEL INC,Chemicals,Nitrate compounds (water dissociable; reportable only when in aqueous solution),NO,NO,TRI,NO,NO,NO,47898.94
SONOCO METAL PACKAGING LLC,CANTON,OH,40.776464,-81.359231,SONOCO PRODUCTS CO,Fabricated Metals,Xylene (mixed isomers),NO,YES,TRI,NO,NO,NO,314718.8
RICHMOND BEVERAGE SOLUTIONS LLC,RICHMOND,IN,39.8528,-84.92,DAIRY FARMERS OF AMERICA INC,Food,Nitrate compounds (water dissociable; reportable only when in aqueous solution),NO,NO,TRI,NO,NO,NO,671293.9
TREES N TRENDS,PADUCAH,KY,37.047037,-88.568986,,Machinery,Diisocyanates,NO,NO,TRI,NO,NO,NO,0.0
STARPET INC,ASHEBORO,NC,35.77262,-79.82243,INDORAMA VENTURES USA HOLDINGS LP,Chemicals,Antimony  And Antimony Compounds,YES,YES,TRI,NO,NO,NO,1.1
ROLLS-ROYCE CORP-INDIANAPOLIS OPERATIONS CAMPUS,INDIANAPOLIS,IN,39.7359,-86.2118,ROLLS-ROYCE N.A. HOLDINGS INC,Transportation Equipment,Cobalt,NO,YES,TRI,YES,NO,NO,4650.97
EAKAS CORP,PERU,IL,41.380018,-89.128157,,Transportation Equipment,Copper compounds,NO,NO,TRI,NO,NO,NO,30778.05
GE AEROSPACE WEST JEFFERSON,WEST JEFFERSON,NC,36.384531,-81.500174,GENERAL ELECTRIC CO (GE CO),Transportation Equipment,Nickel,NO,YES,TRI,YES,NO,NO,900018.61
MAQUOKETA CO,MAQUOKETA,IA,42.06762,-90.64678,MORRISON BROTHERS CO,Fabricated Metals,Copper,NO,NO,TRI,NO,NO,NO,610566.47
IES DOWNSTREAM LLC - KAPOLEI TERMINAL,KAPOLEI,HI,21.313495,-158.113794,IES DOWNSTREAM LLC,Petroleum Bulk Terminals,Mercury  And Mercury Compounds,YES,YES,PBT,NO,YES,NO,714.6400000000001
DRESSER-RAND,OLEAN,NY,42.089444,-78.4425,DRESSER RAND,Machinery,Chromium,NO,YES,TRI,NO,NO,NO,535155.8200000001
LEBANON SEABOARD CORP,LEBANON,PA,40.3475,-76.385556,LEBANON SEABOARD CORP,Chemicals,Myclobutanil,NO,NO,TRI,NO,NO,NO,0.0
DUKE ENERGY CAROLINAS LLC - ALLEN STEAM STATION,BELMONT,NC,35.190083,-81.008748,DUKE ENERGY CORP,Electric Utilities,Manganese compounds,NO,YES,TRI,NO,NO,NO,78992.19
CARLSON PAVING PRODUCTS INC,TACOMA,WA,47.088365,-122.362421,ASTEC INDUSTRIES INC,Machinery,Manganese,NO,YES,TRI,NO,NO,NO,67402.20000000001
BRITELINE EXTRUSIONS INC,SUMMERVILLE,SC,32.95036,-80.21321,,Primary Metals,Chromium,NO,YES,TRI,NO,NO,NO,1.19
GENERAL SHALE BRICK INC. - PLANT 51,EAST SPENCER,NC,35.67901,-80.4425,GENERAL SHALE BRICK INC.,Nonmetallic Mineral Product,Hydrogen fluoride,NO,YES,TRI,NO,NO,NO,154044.72
ROYAL ADHESIVES & SEALANTS LLC,WILMINGTON,CA,33.78009,-118.25297,ROYAL ADHESIVES & SEALANTS LLC,Chemicals,Manganese compounds,NO,YES,TRI,NO,NO,NO,0.0
MARATHON DICKINSON REFINERY,DICKINSON,ND,47.087672,-102.9482,MARATHON PETROLEUM CORP,Petroleum,"1,2,4-Trimethylbenzene",NO,NO,TRI,NO,NO,NO,2265.16
NOVA CHEMICALS OLEFINS LLC,GEISMAR,LA,30.233183,-91.051,NC HOLDINGS USA INC,Chemicals,Xylene (mixed isomers),NO,YES,TRI,NO,NO,NO,0.0
NORPLAS INDUSTRIES INC,NORTHWOOD,OH,41.59555,-83.54417,MAGNA US HOLDING INC,Transportation Equipment,Toluene,NO,YES,TRI,NO,NO,NO,393073.84
NELCO,HOUSTON,TX,29.80329,-95.3018,NELCO,Fabricated Metals,Lead,NO,NO,PBT,YES,YES,NO,844375.03
GERBER PRODUCTS CO,FORT SMITH,AR,35.429556,-94.380944,NESTLE USA INC,Food,Nitrate compounds (water dissociable; reportable only when in aqueous solution),NO,NO,TRI,NO,NO,NO,187469.89
ENDICOTT CLAY PRODUCTS CO INC,ENDICOTT,NE,40.070222,-97.1222,,Nonmetallic Mineral Product,Manganese  And Manganese Compounds,YES,YES,TRI,NO,NO,NO,565002.01
TWI-LAQ INDUSTRIES INC,BRONX,NY,40.81919,-73.88537,,Chemicals,Certain glycol ethers,NO,YES,TRI,NO,NO,NO,1.0
HARRELLS INC,LAKELAND,FL,28.03645,-82.02945,HARRELLS INC,Chemicals,Zinc compounds,NO,NO,TRI,NO,NO,NO,0.0
