FACILITY NAME,CITY,ST,LATITUDE,LONGITUDE,PARENT CO NAME,INDUSTRY SECTOR,CHEMICAL,ELEMENTAL METAL INCLUDED,CLEAN AIR ACT CHEMICAL,CLASSIFICATION,CARCINOGEN,PBT,PFAS,TOTAL POLLUTION
ONA POLYMERS LLC,GARLAND,TX,32.88882,-96.67347,ONA POLYMERS LLC,Chemicals,Styrene,NO,YES,TRI,YES,NO,NO,17.0
ALBERTO-CULVER USA INC,MELROSE PARK,IL,41.913741,-87.866014,,Chemicals,Diethanolamine,NO,YES,TRI,NO,NO,NO,11501.05
METALITE CORP.,NEW ALBANY,IN,38.290083,-85.798694,,Electrical Equipment,Phosphoric acid,NO,NO,TRI,NO,NO,NO,2320871.0
ETHYL CORP,PASADENA,TX,29.734056,-95.17,ETHYL CORP,Chemicals,"1,2-Dibromoethane",NO,YES,TRI,YES,NO,NO,87095.8
INDUSTRIAL CHROME INC DBA ICI MANUFACTURING,TOPEKA,KS,39.06571,-95.66252,,Fabricated Metals,Chromium compounds (except for chromite ore mined in the Transvaal Region),NO,YES,TRI,NO,NO,NO,336001.1
CHRYSLER ST. LOUIS NORTH ASSEMBLY PLANT,FENTON,MO,38.552111,-90.4595,CHRYSLER GROUP LLC,Transportation Equipment,Cumene,NO,YES,TRI,YES,NO,NO,22826.2
US DOD-NAVAL SUBMARINE BASE NEW LONDON,GROTON,CT,41.400139,-72.087081,US DEPARTMENT OF DEFENSE,Other,n-Butyl alcohol,NO,NO,TRI,NO,NO,NO,84452.6
WABASH CASTINGS LLC,WABASH,IN,40.7937,-85.8669,WISCONSIN ALUMINUM FOUNDRY CO INC,Transportation Equipment,Aluminum (fume or dust),NO,NO,TRI,NO,NO,NO,623000.9
OWT INDUSTRIES,PICKENS,SC,34.890278,-82.702222,ONE WORLD TECHNOLOGIES INC,Machinery,Styrene,NO,YES,TRI,YES,NO,NO,2765.96
OSMONICS DESAL,ESCONDIDO,CA,33.12048,-117.10401,OSMONICS INC,Machinery,N-Methyl-2-pyrrolidone,NO,NO,TRI,NO,NO,NO,58789.3
GEORGIA-PACIFIC CONSUMER OPERATIONS LLC,PALATKA,FL,29.681083,-81.680217,KOCH INDUSTRIES INC,Paper,Chlorine,NO,YES,TRI,NO,NO,NO,194559.1
SILGAN DISPENSING SYSTEMS COVIT AMERICA,WATERBURY,CT,41.53429,-72.99456,,Fabricated Metals,Nitrate compounds (water dissociable; reportable only when in aqueous solution),NO,NO,TRI,NO,NO,NO,411600.0
NISSAN N.A. INC.,SMYRNA,TN,35.9637,-86.485,NISSAN MOTOR LTD,Transportation Equipment,"1,2,4-Trimethylbenzene",NO,NO,TRI,NO,NO,NO,1527325.07
SMI STEEL LLC DBA CMC STEEL ALABAMA,BIRMINGHAM,AL,33.534104,-86.757929,COMMERCIAL METALS CO,Primary Metals,Molybdenum trioxide,NO,NO,TRI,YES,NO,NO,0.0
YOUNG TOUCHSTONE,LEXINGTON,TN,35.69833,-88.38374,WABTEC CORP,Transportation Equipment,Lead,NO,NO,PBT,YES,YES,NO,918.9
GENLABS,CHINO,CA,34.004557,-117.683286,GENLABS,Chemicals,Certain glycol ethers,NO,YES,TRI,NO,NO,NO,2001.0
AAM-DMC,DETROIT,MI,42.3889,-83.0628,AMERICAN MANUFACTURING & ENGINEERING INC,Transportation Equipment,Zinc compounds,NO,NO,TRI,NO,NO,NO,91921.11
ALJOMA LUMBER INC,MEDLEY,FL,25.881604,-80.364512,UNIVERSAL FOREST PRODUCTS INC,Wood Products,Chromium,NO,YES,TRI,NO,NO,NO,1652.96
GM SPRING HILL MANUFACTURING,SPRING HILL,TN,35.739372,-86.96301,GENERAL MOTORS LLC,Transportation Equipment,Diisocyanates,NO,NO,TRI,NO,NO,NO,0.0
MCGEAN-ROHCO INC,LIVONIA,MI,42.38151,-83.42288,MCGEAN-ROHCO INC,Chemicals,Phenol,NO,YES,TRI,NO,NO,NO,7801.7
PRECOAT METALS,GRANITE CITY,IL,38.74631,-90.12951,AZZ INC,Fabricated Metals,"1,2,4-Trimethylbenzene",NO,NO,TRI,NO,NO,NO,760977.52
WACKER POLYMERS,DAYTON,NJ,40.365,-74.491667,WACKER CHEMICAL CORP,Chemicals,Ammonia,NO,NO,TRI,NO,NO,NO,20140.99
GREIF USA (DBA GREIF HARVEY DCS HARVEY),HARVEY,LA,29.88758,-90.07416,GREIF USA,Chemical Wholesalers,Dichloromethane,NO,YES,TRI,YES,NO,NO,60925.87
RF WIRE TECHNOLOGIES LLC.,FAIRFIELD,NJ,40.88245,-74.28164,,Primary Metals,Copper,NO,NO,TRI,NO,NO,NO,115901.03
RG STEEL SPARROWS POINT LLC,BALTIMORE,MD,39.216655,-76.476275,RG STEEL,Primary Metals,Chromium compounds (except for chromite ore mined in the Transvaal Region),NO,YES,TRI,NO,NO,NO,616851.0
ACCURATE FORMING LLC,HAMBURG,NJ,41.152263,-74.579358,,Fabricated Metals,Trichloroethylene,NO,YES,TRI,YES,NO,NO,262821.01
SHERWIN-WILLIAMS CO,BIRMINGHAM,AL,33.65842,-86.71513,THE SHERWIN-WILLIAMS CO,Chemicals,n-Hexane,NO,YES,TRI,NO,NO,NO,68556.09
HM QUACKENBUSH INC,HERKIMER,NY,43.02657,-74.98921,,Fabricated Metals,Nitric acid,NO,NO,TRI,NO,NO,NO,112935.17
RUST-OLEUM CORP,SOMERSET,NJ,40.53608,-74.541562,RPM INTERNATIONAL INC,Chemicals,Zinc compounds,NO,NO,TRI,NO,NO,NO,0.0
KOPPERS INC CLAIRTON TAR PLANT,CLAIRTON,PA,40.307,-79.8864,KOPPERS INC,Chemicals,Phenanthrene,NO,YES,TRI,NO,NO,NO,186355.03
PPG INDUSTRIES OHIO INC - DELAWARE,DELAWARE,OH,40.283836,-83.097351,PPG INDUSTRIES INC,Chemicals,Butyl acrylate,NO,NO,TRI,NO,NO,NO,2857.12
POLYMER PRODUCTS CO INC,STOCKERTOWN,PA,40.75,-75.26667,,Chemicals,Zinc compounds,NO,NO,TRI,NO,NO,NO,3122.18
CARGILL FEED & NUTRITION KANSAS CITY,KANSAS CITY,KS,39.103883,-94.60712,CARGILL INC,Food,Manganese compounds,NO,YES,TRI,NO,NO,NO,0.0
DICKLER CHEMICAL LABORATORIES INC,PHILADELPHIA,PA,40.00706,-75.08721,,Chemicals,Phosphoric acid,NO,NO,TRI,NO,NO,NO,1880.0
MARINE SHALE PROCESSORS INC.,AMELIA,LA,29.663202,-91.127022,,Hazardous Waste,"1,1,2-Trichloroethane",NO,YES,TRI,NO,NO,NO,0.0
COATINGS & CHEMICALS CORP,CHICAGO,IL,41.93712,-87.695,,Chemicals,Methyl ethyl ketone,NO,NO,TRI,NO,NO,NO,77514.01
PARKER HANNIFIN,LAKEVIEW,MI,43.438418,-85.259175,PARKER HANNIFIN CORP,Fabricated Metals,Lead,NO,NO,PBT,YES,YES,NO,1375014.09
RMG FOUNDRY,MISHAWAKA,IN,41.6562,-86.17677,,Primary Metals,Ethylbenzene,NO,YES,TRI,YES,NO,NO,65271.369999999995
HARCROS CHEMICALS INC,KANSAS CITY,KS,39.09492,-94.69655,HARCROS CHEMICALS INC,Chemicals,Methanol,NO,YES,TRI,NO,NO,NO,0.0
AUSTIN-WESTRAN LLC,BYRON,IL,42.129462,-89.244683,,Transportation Equipment,Toluene,NO,YES,TRI,NO,NO,NO,123786.0
CALUMET MONTANA REFINING LLC.,GREAT FALLS,MT,47.523611,-111.294167,CALUMET SPECIALTY PRODUCTS PARTNERS LP,Petroleum,Ethylbenzene,NO,YES,TRI,YES,NO,NO,51901.01
EAGLEPICHER TECHNOLOGIES LLC,JOPLIN,MO,37.09407,-94.527802,OMG ENERGY HOLDINGS INC,Chemicals,Phthalic anhydride,NO,YES,TRI,NO,NO,NO,0.0
AIR PRODUCTS LLC,PASADENA,TX,29.716191,-95.194361,AIR PRODUCTS & CHEMICALS INC,Chemicals,Nitric acid,NO,NO,TRI,NO,NO,NO,28800000.9
WORTHINGTON CYLINDER CORP,COLUMBUS,GA,32.52915,-84.84799,WORTHINGTON INDS INC,Fabricated Metals,Certain glycol ethers,NO,YES,TRI,NO,NO,NO,65920.95
FORD MOTOR COMPANY--KANSAS CITY ASSEMBLY PLANT,CLAYCOMO,MO,39.203562,-94.479326,FORD MOTOR CO,Transportation Equipment,Zinc compounds,NO,NO,TRI,NO,NO,NO,155160.95
CALIFORNIA PRODUCTS CORP,CAMBRIDGE,MA,42.355563,-71.105888,,Chemicals,Ethylene glycol,NO,YES,TRI,NO,NO,NO,1751.01
AGWAY INC,BIG FLATS,NY,42.14012,-76.92975,AGWAY INC,Chemicals,Diazinon,NO,NO,TRI,YES,NO,NO,0.0
GOODRICH CORP,CALVERT CITY,KY,37.0503,-88.3234,GOODRICH CORP,Chemicals,Methanol,NO,YES,TRI,NO,NO,NO,1261.01
TORRANCE REFINING CO LLC,TORRANCE,CA,33.85828,-118.3369,PBF ENERGY INC,Petroleum,Cyclohexane,NO,NO,TRI,NO,NO,NO,216881.99
LAMTEC CORP,FLANDERS,NJ,40.82228,-74.71833,,Paper,Antimony compounds,NO,YES,TRI,NO,NO,NO,118627.11
CELANESE LTD BAYPORT TERMINAL,SEABROOK,TX,29.60401,-95.02457,CELANESE AMERICAS CORP,Chemical Wholesalers,Methanol,NO,YES,TRI,NO,NO,NO,853929.79
HYDRITE CHEMICAL CO.,LA CROSSE,WI,43.835,-91.251667,HYDRITE CHEMICAL CO,Chemical Wholesalers,Nitric acid,NO,NO,TRI,NO,NO,NO,940.9
CLEVELAND-CLIFFS STEEL CORP,COSHOCTON,OH,40.20669,-81.88549,CLEVELAND-CLIFFS INC,Primary Metals,Nickel compounds,NO,YES,TRI,YES,NO,NO,7108636.029999999
FMC CORP,JACKSONVILLE,FL,30.340102,-81.631472,FMC CORP,Chemicals,Ethylbenzene,NO,YES,TRI,YES,NO,NO,0.0
RYOBI DIE CASTING (USA) INC.,SHELBYVILLE,IN,39.54003,-85.79002,RYOBI N.A.,Primary Metals,Zinc (fume or dust),NO,NO,TRI,NO,NO,NO,194811.0
BALL METAL BEVERAGE CONTAINER CORP,MIDDLETOWN,NY,41.46035,-74.36197,BALL CORP,Fabricated Metals,Hydrogen fluoride,NO,YES,TRI,NO,NO,NO,78536.08
U.S. MARINE CORPS LOGISTICS BASE ALBANY,ALBANY,GA,31.550698,-84.063799,US DEPARTMENT OF DEFENSE,Other,Xylene (mixed isomers),NO,YES,TRI,NO,NO,NO,65785.88
MASTER LOCK CO,MILWAUKEE,WI,43.0661,-87.95401,FORTUNE BRANDS INNOVATIONS INC,Fabricated Metals,"Sulfuric acid (acid aerosols including mists, vapors, gas, fog, and other airborne forms of any particle size)",NO,NO,TRI,NO,NO,NO,497596.97
PETERSEN INC,FARR WEST,UT,41.28534,-112.02797,MAINE MACHINE PRODUCTS CO,Fabricated Metals,Manganese,NO,YES,TRI,NO,NO,NO,16685.89
TENNSCO CORP,DICKSON,TN,36.084171,-87.400816,,Furniture,Xylene (mixed isomers),NO,YES,TRI,NO,NO,NO,237928.04
SANMINA-SCI SANTA CLARA FACILITY,SANTA CLARA,CA,37.34903,-121.9325,SANMINA-SCI CORP,Computers and Electronic Products,Lead compounds,NO,YES,PBT,NO,YES,NO,555508.24
FLINT HILLS RESOURCES LP,ROSEMOUNT,MN,44.76025,-93.02068,KOCH INDUSTRIES INC,Petroleum,Cobalt compounds,NO,YES,TRI,YES,NO,NO,0.35
SNYDER PAPER CORP,HIGH POINT,NC,35.93907,-80.01796,SNYDER PAPER CORP,Textile Product,Dichloromethane,NO,YES,TRI,YES,NO,NO,113821.11
MICROSEMI SANTA ANA,SANTA ANA,CA,33.70898,-117.90788,,Computers and Electronic Products,Tetrachloroethylene,NO,YES,TRI,YES,NO,NO,138960.3
KINGSFORD MANUFACTURING CO,PARSONS,WV,39.077537,-79.69336,THE CLOROX CO,Chemicals,Nitrate compounds (water dissociable; reportable only when in aqueous solution),NO,NO,TRI,NO,NO,NO,179943.0
AMERICAN ELECTRO PRODUCTS INC,WATERBURY,CT,41.58474,-73.04874,,Fabricated Metals,Nickel compounds,NO,YES,TRI,YES,NO,NO,23069.18
THE PROCTER & GAMBLE PAPER PRODUCTS CO,TUNKHANNOCK,PA,41.573441,-76.04696,THE PROCTER & GAMBLE CO,Paper,Methanol,NO,YES,TRI,NO,NO,NO,5231916.02
IMPERIAL ADHESIVES INC,CINCINNATI,OH,39.18785,-84.45236,SOVEREIGN SPECIALTY CHEMICALS INC,Chemicals,n-Hexane,NO,YES,TRI,NO,NO,NO,60727.25
PPG INDUSTRIES OHIO INC (CL),CLEVELAND,OH,41.4517,-81.7951,PPG INDUSTRIES INC,Chemicals,Xylene (mixed isomers),NO,YES,TRI,NO,NO,NO,2427271.12
PPG ARCHITECTURAL COATINGS,CARROLLTON,TX,32.94114,-96.89052,PPG INDUSTRIES INC,Chemicals,3-Iodo-2-propynyl butylcarbamate,NO,NO,TRI,NO,NO,NO,2204.04
ZURN INDUSTRIES-LLC SPEC DRAIN OPERATIONS,ERIE,PA,42.09949,-80.12702,REXNORD-ZURN HOLDINGS INC,Machinery,Copper,NO,NO,TRI,NO,NO,NO,485711.9
U S MULTILAYER,RICHARDSON,TX,32.96791,-96.70413,MCDONALD TECHNOLOGIES,Miscellaneous Manufacturing,Chlorine,NO,YES,TRI,NO,NO,NO,310871.57
COLUMBIAN CHEMICALS CO,PROCTOR,WV,39.79783,-80.823694,COLUMBIAN CHEMICALS ACQUISITION LLC,Chemicals,Dibenzofuran,NO,YES,TRI,NO,NO,NO,0.0
NIAGARA MILL,NIAGARA,WI,45.77049,-87.9922,NEWPAGE WISCONSIN SYSTEM INC,Paper,Phosphoric acid,NO,NO,TRI,NO,NO,NO,1.01
HENKEL CORP,SEABROOK,NH,42.8825,-70.88091,HENKEL CORP,Chemicals,Ethylbenzene,NO,YES,TRI,YES,NO,NO,7096.3
ROYSTER-CLARK INC,WILMINGTON,NC,33.458972,-90.218389,ROYSTER-CLARK INC,Chemicals,Manganese compounds,NO,YES,TRI,NO,NO,NO,0.0
NEWCASTLE BRICK PLANT,NEWCASTLE,WA,47.543438,-122.16437,MUTUAL MATERIALS CO,Nonmetallic Mineral Product,Chromium compounds (except for chromite ore mined in the Transvaal Region),NO,YES,TRI,NO,NO,NO,0.0
DAY INTERNATIONAL DAVID M FACILITY,LONGWOOD,FL,28.72366,-81.30649,DAY INTERNATIONAL,Machinery,Toluene,NO,YES,TRI,NO,NO,NO,6980117.9
MASTER LOCK CO,MILWAUKEE,WI,43.0661,-87.95401,FORTUNE BRANDS INNOVATIONS INC,Fabricated Metals,Lead compounds,NO,YES,PBT,NO,YES,NO,13910.97
MOELLER LAND & CATTLE CO,CANEYVILLE,KY,37.331578,-86.435947,OHIO DECORATIVE PRODUCTS INC,Primary Metals,Zinc (fume or dust),NO,NO,TRI,NO,NO,NO,2357805.74
ROSEBURG FOREST PRODUCTS DILLARD COMPLEX,DILLARD,OR,43.0896,-123.4144,ROSEBURG FOREST PRODUCTS,Wood Products,Methanol,NO,YES,TRI,NO,NO,NO,1181163.0
TESORO REFINING & MARKETING COMPANY LLC - SLC,SALT LAKE CITY,UT,40.791667,-111.902778,TESORO CORP,Petroleum,Toluene,NO,YES,TRI,NO,NO,NO,187201.05
SHERWIN-WILLIAMS CO,ANDOVER,KS,37.709218,-97.129265,THE SHERWIN-WILLIAMS CO,Chemicals,Ethylbenzene,NO,YES,TRI,YES,NO,NO,148055.05
PREMCOR HARTFORD DISTRIBUTION CENTER,HARTFORD,IL,38.835556,-90.086111,VALERO ENERGY CORP,Petroleum,Methyl tert-butyl ether,NO,YES,TRI,NO,NO,NO,1.02
NOURYON SURFACE CHEMISTRY LLC,MORRIS,IL,41.408188,-88.336227,NOURYON CHEMICALS LLC,Chemicals,Methanol,NO,YES,TRI,NO,NO,NO,2214450.83
CMC STEEL SC,CAYCE,SC,33.963256,-81.049798,COMMERCIAL METALS CO,Primary Metals,Nickel compounds,NO,YES,TRI,YES,NO,NO,20285.84
CERTAINTEED,JACKSON,MI,42.102188,-84.408626,SAINT-GOBAIN CORP,Plastics and Rubber,Chromium compounds (except for chromite ore mined in the Transvaal Region),NO,YES,TRI,NO,NO,NO,16694.95
MOBILCRAFT WOOD PRODS,WOODBURN,OR,45.15782,-122.83132,PATRICK INDS INC,Furniture,Xylene (mixed isomers),NO,YES,TRI,NO,NO,NO,94575.7
SYNGENTA CROP PROTECTION LLC-OMAHA PLANT,OMAHA,NE,41.21761,-95.9277,SYNGENTA CORP,Chemicals,Naphthalene,NO,YES,TRI,YES,NO,NO,0.0
GOWAN MILLING BLYTHEVILLE LLC,BLYTHEVILLE,AR,35.92413,-89.84898,GOWAN MILLING LLC,Chemicals,"1,2,4-Trimethylbenzene",NO,NO,TRI,NO,NO,NO,85.9
JOY GLOBAL UNDERGROUND MINING LLC,FRANKLIN,PA,41.416668,-79.769447,JOY GLOBAL INC,Machinery,Chromium,NO,YES,TRI,NO,NO,NO,20830.93
ST PRODUCTS LLC (DBA SMALL TUBE PRODUCTS),DUNCANSVILLE,PA,40.43841,-78.42227,WIELAND HOLDINGS INC.,Primary Metals,Nickel compounds,NO,YES,TRI,YES,NO,NO,237371.46
FONTANA FASTENERS,FRANKFORT,IN,40.286393,-86.566708,FONTANA AMERICA INC,Fabricated Metals,Manganese,NO,YES,TRI,NO,NO,NO,26326.77
BIOURJA RENEWABLES LLC,PEORIA,IL,40.676479,-89.605949,,Food,Benzene,NO,YES,TRI,YES,NO,NO,0.0
AXALTA COATING SYSTEMS USA LLC- FORT MADISON PLANT,FORT MADISON,IA,40.631667,-91.363611,AXALTA COATING SYSTEMS LLC,Chemicals,Methanol,NO,YES,TRI,NO,NO,NO,917437.04
WESTERN ROTO ENGRAVERS INC,WADSWORTH,OH,41.01025,-81.74989,,Printing,Copper compounds,NO,NO,TRI,NO,NO,NO,80923.95999999999
CHRIS CRAFT,SARASOTA,FL,27.395714,-82.545511,WINNEBAGO INDUSTRIES INC,Transportation Equipment,Styrene,NO,YES,TRI,YES,NO,NO,670641.9
PRATT & WHITNEY DIV,MIDLAND,GA,32.510776,-84.891366,RTX CORP,Transportation Equipment,Chromium compounds (except for chromite ore mined in the Transvaal Region),NO,YES,TRI,NO,NO,NO,205045.36
CAMGER COATINGS SYSTEMS INC,NORFOLK,MA,42.10951,-71.36209,,Chemicals,Xylene (mixed isomers),NO,YES,TRI,NO,NO,NO,32946.8
HOLLY SUGAR CORP (DBA SPRECKELS SUGAR CO),TRACY,CA,37.7688,-121.42602,IMPERIAL SUGAR CO,Food,Ammonia,NO,NO,TRI,NO,NO,NO,993040.2
HONEYWELL GUIDANCE & ELECTRICAL SYSTEMS- DRE XEL ROAD,TUCSON,AZ,32.14841,-110.98972,HONEYWELL INTERNATIONAL,Computers and Electronic Products,"1,1-Dichloro-1-fluoroethane (HCFC-141b)",NO,NO,TRI,NO,NO,NO,155102.1
WR MEADOWS OF SOUTHERN CALIFORNIA,POMONA,CA,34.06126,-117.79527,WR MEADOWS INC,Nonmetallic Mineral Product,Toluene,NO,YES,TRI,NO,NO,NO,1195.0
HON CO,WILLIAMSPORT,PA,41.23738,-77.02902,HON INDUSTRIES INC,Furniture,Xylene (mixed isomers),NO,YES,TRI,NO,NO,NO,94407.22
DAIMLER TRUCKS NA LLC,MOUNT HOLLY,NC,35.32452,-81.00572,DAIMLER TRUCKS N.A. LLC,Transportation Equipment,Naphthalene,NO,YES,TRI,YES,NO,NO,1.15
UNITED TECHNOLOGIES AUTOMOTIVE INC,NORTH MANCHESTER,IN,41.0002,-85.76675,UNITED TECHNOLOGIES CORP,Electrical Equipment,Lead,NO,NO,PBT,YES,YES,NO,401035.58
EIDSON BROWN-MINNEAPOLIS TANK CO,OREM,UT,40.260787,-111.707982,EIDSON BROWN-MINNAPOLIS TANK CO,Fabricated Metals,Nickel,NO,YES,TRI,YES,NO,NO,1980.81
MEDLINE NORTHPOINT SERVICES,WAUKEGAN,IL,42.337181,-87.889416,MEDLINE INDUSTRIES INC,Miscellaneous Manufacturing,Ethylene glycol,NO,YES,TRI,NO,NO,NO,0.0
SIMPSON PASADENA PAPER CO PASADENA PAPER CO LP,PASADENA,TX,29.69762,-95.21145,,Paper,Ammonia,NO,NO,TRI,NO,NO,NO,3655000.94
ORRVILLE BRONZE & ALUMINUM CO,ORRVILLE,OH,40.84985,-81.76302,,Primary Metals,Lead,NO,NO,PBT,YES,YES,NO,51371.52
GATES CORP,RED BAY,AL,34.457471,-88.152817,GATES CORP,Plastics and Rubber,Zinc compounds,NO,NO,TRI,NO,NO,NO,18352.12
ASHLEY FURNITURE INDUSTRIES INC,ARCADIA,WI,44.25122,-91.5062,,Furniture,Methyl ethyl ketone,NO,NO,TRI,NO,NO,NO,254660.42
UNION CARBIDE CORP SOUTH CHARLESTON FACILITY,SOUTH CHARLESTON,WV,38.3693,-81.6831,DOW INC.,Chemicals,Methanol,NO,YES,TRI,NO,NO,NO,2364100.5700000003
MOLSON COORS USA LLC,FORT WORTH,TX,32.644444,-97.319167,MOLSON COORS BEVERAGE CO,Beverages,Phosphoric acid,NO,NO,TRI,NO,NO,NO,1.01
DEPUY SYNTHES,MONUMENT,CO,39.07326,-104.86962,DEPUY SYNTHES,Miscellaneous Manufacturing,Nickel,NO,YES,TRI,YES,NO,NO,993.89
BALL METAL BEVERAGE CONTAINER CORP,KENT,WA,47.360451,-122.240822,BALL CORP,Fabricated Metals,n-Butyl alcohol,NO,NO,TRI,NO,NO,NO,598346.03
HONDA DEVELOPMENT & MANUFACTURING OF AMERICA LLC - ANNA E,ANNA,OH,40.372778,-84.190139,AMERICAN HONDA MOTOR CO INC,Transportation Equipment,Diisocyanates,NO,NO,TRI,NO,NO,NO,7284.3
FORD MOTOR CO DEARBORN ENGINE PLANT,DEARBORN,MI,42.3025,-83.154167,FORD MOTOR CO,Transportation Equipment,Manganese compounds,NO,YES,TRI,NO,NO,NO,2233.01
COMMONWEALTH ALUMINUM CO BEDF ORD COIL COATING DIV,BEDFORD,OH,41.368791,-81.528618,COMMONWEALTH INDUSTRIES,Fabricated Metals,Xylene (mixed isomers),NO,YES,TRI,NO,NO,NO,80423.0
METALWORKING LUBRICANTS CO,INDIANAPOLIS,IN,39.746675,-86.16402,,Petroleum,Naphthalene,NO,YES,TRI,YES,NO,NO,0.97
