FACILITY NAME,CITY,ST,LATITUDE,LONGITUDE,PARENT CO NAME,INDUSTRY SECTOR,CHEMICAL,ELEMENTAL METAL INCLUDED,CLEAN AIR ACT CHEMICAL,CLASSIFICATION,CARCINOGEN,PBT,PFAS,TOTAL POLLUTION
PRC-DESOTO INTERNATIONAL INC.,MOJAVE,CA,34.9885,-118.15004,PPG INDUSTRIES INC,Chemicals,Ethylbenzene,NO,YES,TRI,YES,NO,NO,89721.0
CATALYST OILFIELD SERVICES 2016 LLC,GARDENDALE,TX,32.054923,-102.293699,AES DRILLING FLUIDS HOLDINGS LLC,Chemicals,Zinc compounds,NO,NO,TRI,NO,NO,NO,1252.0
SONOCO METAL PACKAGING LLC,CANTON,OH,40.776464,-81.359231,SONOCO PRODUCTS CO,Fabricated Metals,Xylene (mixed isomers),NO,YES,TRI,NO,NO,NO,650333.88
ST CHARLES OPERATIONS (TAFT/STAR) UNION CARBIDE CORP,HAHNVILLE,LA,29.9829,-90.4437,DOW INC,Chemicals,Ethylene,NO,NO,TRI,NO,NO,NO,71195135.0
URSCHEL LABORATORIES INC,CHESTERTON,IN,41.575848,-87.034354,,Machinery,Copper,NO,NO,TRI,NO,NO,NO,201514.076
SOLVCHEM INC. - PEARLAND FACILITY,PEARLAND,TX,29.57343,-95.29587,SEMPRE AVANT LLC,Chemical Wholesalers,Xylene (mixed isomers),NO,YES,TRI,NO,NO,NO,550658.225
FORD MOTOR CO MICHIGAN ASSEMBLY PLANT,WAYNE,MI,42.278378,-83.412204,FORD MOTOR CO,Transportation Equipment,Manganese  And Manganese Compounds,YES,YES,TRI,NO,NO,NO,28783.29
GOLD BOND BUILDING PRODUCTS - SHIPPINGPORT,SHIPPINGPORT,PA,40.62898,-80.4198,SPANGLER COS INC,Nonmetallic Mineral Product,Lead compounds,NO,YES,PBT,NO,YES,NO,128.70999999999998
MODUFORM INC.,FITCHBURG,MA,42.56364,-71.85775,,Furniture,Diisocyanates,NO,NO,TRI,NO,NO,NO,0.0
PUERTO RICO ENERGY LLC - GUAYNABO 2 TERMINAL,GUAYNABO,PR,18.423218,-66.10706,,Petroleum Bulk Terminals,Toluene,NO,YES,TRI,NO,NO,NO,44007.59
