FACILITY NAME,CITY,ST,LATITUDE,LONGITUDE,PARENT CO NAME,INDUSTRY SECTOR,CHEMICAL,ELEMENTAL METAL INCLUDED,CLEAN AIR ACT CHEMICAL,CLASSIFICATION,CARCINOGEN,PBT,PFAS,TOTAL POLLUTION
PILKINGTON NA,LAURINBURG,NC,34.748702,-79.405889,PILKINGTON N.A. INC,Nonmetallic Mineral Product,"Sulfuric acid (acid aerosols including mists, vapors, gas, fog, and other airborne forms of any particle size)",NO,NO,TRI,NO,NO,NO,1461731.2
DEEPWATER ENERGY CENTER,PENNSVILLE,NJ,39.674674,-75.501479,CALPINE CORP,Electric Utilities,"Hydrochloric acid (acid aerosols including mists, vapors, gas, fog, and other airborne forms of any particle size)",NO,YES,TRI,NO,NO,NO,326015.24
CMC GALVABAR,CATOOSA,OK,36.22678,-95.73699,COMMERCIAL METALS CO,Fabricated Metals,Zinc compounds,NO,NO,TRI,NO,NO,NO,33815.69
BRUSCHI USA INC.,MILWAUKEE,WI,43.170383,-88.023417,BRUSCHI USA INC,Primary Metals,Lead,NO,NO,PBT,YES,YES,NO,21.046
CHEMTALL INCORPORATED; FLOCRYL LLC,RICEBORO,GA,31.743668,-81.431776,SNF HOLDING CO,Chemicals,Dimethylamine,NO,NO,TRI,NO,NO,NO,0.0
MNP PRECISION PARTS LLC,ROCKFORD,IL,42.207072,-89.079004,MNP CORP,Fabricated Metals,Lead,NO,NO,PBT,YES,YES,NO,53.15
DRIL-QUIP INC,HOUSTON,TX,29.86877,-95.6084,DRIL-QUIP INC,Machinery,Lead,NO,NO,PBT,YES,YES,NO,10.35
SMC NYE MINE SITE,NYE,MT,45.386111,-109.873333,STILLWATER MINING CO,Metal Mining,Nickel compounds,NO,YES,TRI,YES,NO,NO,1813566.01
WESTERN REFINING TERMINALS LLC - BLOOMFIELD,BLOOMFIELD,NM,36.698761,-107.975395,MARATHON PETROLEUM CORP,Petroleum,Mercury compounds,NO,YES,PBT,NO,YES,NO,27.574
FOXTAIL FOODS LLC,FAIRFIELD,OH,39.317234,-84.491343,DAVID'S COOKIES,Food,Ammonia,NO,NO,TRI,NO,NO,NO,0.0
BRADKEN ATCHISON/ST JOSEPH,ATCHISON,KS,39.557684,-95.116516,BRADKEN INC,Primary Metals,Chromium compounds (except for chromite ore mined in the Transvaal Region),NO,YES,TRI,NO,NO,NO,57976.36
U.S. TVA PARADISE COMBINED CYCLE,DRAKESBORO,KY,37.2596,-86.9802,US TENNESSEE VALLEY AUTHORITY,Electric Utilities,"Hydrochloric acid (acid aerosols including mists, vapors, gas, fog, and other airborne forms of any particle size)",NO,YES,TRI,NO,NO,NO,15100000.93
THE PROCTER & GAMBLE PAPER PRODUCTS CO,ALBANY,GA,31.5491,-84.1078,THE PROCTER & GAMBLE CO,Paper,Dioxin and dioxin-like compounds,NO,YES,Dioxin,YES,YES,NO,0.0037632863399999
INTERNATIONAL PAPER / RED RIVER MILL,CAMPTI,LA,31.905326,-93.173636,INTERNATIONAL PAPER CO,Paper,Acetaldehyde,NO,YES,TRI,YES,NO,NO,209089.93
SHERWIN-WILLIAMS CO,LOUISVILLE,KY,38.227706,-85.782977,THE SHERWIN-WILLIAMS CO,Chemicals,Antimony compounds,NO,YES,TRI,NO,NO,NO,862.9200000000001
FEDERAL-MOGUL CORP,SOUTH BEND,IN,41.72763,-86.30054,FEDERAL MOGUL CORP,Primary Metals,Lead,NO,NO,PBT,YES,YES,NO,23971.536
SHERWIN-WILLIAMS CO,BALTIMORE,MD,39.264158,-76.643066,THE SHERWIN-WILLIAMS CO,Chemicals,Lead,NO,NO,PBT,YES,YES,NO,33.85
DUKE ENERGY CAROLINAS LLC - ROGERS ENERGY COMPLEX,MOORESBORO,NC,35.217222,-81.761111,DUKE ENERGY CORP,Electric Utilities,Barium compounds (except for barium sulfate (CAS No. 7727-43-7)),NO,NO,TRI,NO,NO,NO,948890.76
GIANT CEMENT CO,HARLEYVILLE,SC,33.242778,-80.442222,FORTALEZA USA LLC,Nonmetallic Mineral Product,Chlordane,NO,YES,PBT,YES,YES,NO,12889.24
LOGAN GENERATING CO LP,SWEDESBORO,NJ,39.79158,-75.40751,EXCALIBUR POWER LLC,Electric Utilities,Barium compounds (except for barium sulfate (CAS No. 7727-43-7)),NO,NO,TRI,NO,NO,NO,103111.59
MONOGRAM REFRIGERATION LLC,SELMER,TN,35.18083,-88.60071,HAIER US APPLIANCE SOLUTIONS INC,Other,Diisocyanates,NO,NO,TRI,NO,NO,NO,2007.5
DDP SPECIALTY ELECTRONICS MATERIALS US INC.,PENNSAUKEN,NJ,39.982667,-75.040611,DUPONT DE NEMOURS INC,Plastics and Rubber,"N,N-Dimethylformamide",NO,YES,TRI,YES,NO,NO,1000.23
TILLEY DISTRIBUTION INC.,WALPOLE,MA,42.11921,-71.26968,SK TILLEY HOLDING LP,Chemical Wholesalers,Ethylene glycol,NO,YES,TRI,NO,NO,NO,10.58
E. C. GASTON ELECTRIC GENERATING PLANT,WILSONVILLE,AL,33.243803,-86.459093,SOUTHERN CO,Electric Utilities,Zinc compounds,NO,NO,TRI,NO,NO,NO,390025.74
SOUTHWEST SHIPYARD LP - BRADY ISLAND,HOUSTON,TX,29.72297,-95.27538,SOUTHWEST SHIPYARD LP,Transportation Equipment,Lead,NO,NO,PBT,YES,YES,NO,25639.67
PVS NOLWOOD CHEMICALS INC.,PAINESVILLE,OH,41.72138,-81.26655,PVS CHEMICALS INC.,Chemicals,Ethylene glycol,NO,YES,TRI,NO,NO,NO,8100.0
ALBEMARLE U.S. INC.,NEW JOHNSONVILLE,TN,35.997342,-87.981733,ALBEMARLE CORP,Chemicals,Chlorobenzene,NO,YES,TRI,NO,NO,NO,11221.63
ENVIROSAFE SERVICES OF OHIO INC,OREGON,OH,41.66864,-83.464759,ENVIROSOURCE TECHNOLOGIES INC,Hazardous Waste,Arsenic,NO,YES,TRI,YES,NO,NO,55205.704999999994
ALCOA INC,ROCKDALE,TX,30.574194,-97.049361,ALCOA INC,Primary Metals,Dioxin and dioxin-like compounds,NO,YES,Dioxin,YES,YES,NO,0.0
GERRESHEIMER MOULDED GLASS,MILLVILLE,NJ,39.407778,-75.034444,GERRESHEIMER GLASS INC,Nonmetallic Mineral Product,Barium compounds (except for barium sulfate (CAS No. 7727-43-7)),NO,NO,TRI,NO,NO,NO,488724.72
NOV WILCO,MARLOW,OK,34.6312,-97.96428,NATIONAL OILWELL VARCO LP,Machinery,Lead,NO,NO,PBT,YES,YES,NO,100.83
UNITED FUEL & ENERGY CORP,ODESSA,TX,31.94877,-102.4065,UNITED FUEL & ENERGY CORP,Petroleum Bulk Terminals,Xylene (mixed isomers),NO,YES,TRI,NO,NO,NO,540.0
MONUMENT CHEMICAL BAYTOWN LLC,BAYTOWN,TX,29.763056,-95.0225,MONUMENT CHEMICAL LLC,Chemicals,Naphthalene,NO,YES,TRI,YES,NO,NO,159536.0
KELLY-MOORE PAINT CO. INC.,HURST,TX,32.80887,-97.17308,THE FLACKS GROUP,Chemicals,Ethylene glycol,NO,YES,TRI,NO,NO,NO,50.31
CAST TECHNOLOGIES INC,PEORIA,IL,40.682258,-89.601198,,Primary Metals,Lead,NO,NO,PBT,YES,YES,NO,25.5
AVIENT CORP,KENNESAW,GA,33.99165,-84.61175,AVIENT CORP,Chemicals,Antimony compounds,NO,YES,TRI,NO,NO,NO,20510.370000000003
LHB INDUSTRIES,BERKELEY,MO,38.759774,-90.341657,,Chemicals,Methanol,NO,YES,TRI,NO,NO,NO,21585.05
GEOTEK LLC,STEWARTVILLE,MN,43.86606,-92.48998,GEOTEK,Plastics and Rubber,Diisocyanates,NO,NO,TRI,NO,NO,NO,0.0
DIAMOND SHAMROCK REFINING CO LP,SUNRAY,TX,35.951944,-101.873889,VALERO ENERGY CORP,Petroleum,Chromium compounds (except for chromite ore mined in the Transvaal Region),NO,YES,TRI,NO,NO,NO,2060.4300000000003
JEFFERSON FIBERGLASS CO. INC.,HARVEY,LA,29.88401,-90.08088,JEFFERSON FIBERGLASS CO. INC.,Wood Products,Styrene,NO,YES,TRI,YES,NO,NO,24150.0
KALCOR COATINGS CO,WILLOUGHBY,OH,41.64657,-81.41145,,Chemicals,Certain glycol ethers,NO,YES,TRI,NO,NO,NO,4550.5
ERGON WEST VIRGINIA INC,NEWELL,WV,40.6111,-80.630833,ERGON INC,Petroleum,Xylene (mixed isomers),NO,YES,TRI,NO,NO,NO,3829.03
FOREST CITY FACILITY LLC,FOREST CITY,MO,40.031875,-95.233,EDISON GROUP COS LLC,Primary Metals,Arsenic compounds,NO,YES,TRI,YES,NO,NO,63613.28999999999
CHEVRON PRODUCTS CO. DIV OF CHEVRON USA INC.,EL SEGUNDO,CA,33.9082,-118.4085,CHEVRON CORP,Petroleum,Ethylbenzene,NO,YES,TRI,YES,NO,NO,24977.94
MCCAIN FOODS USA INC,EASTON,ME,46.663226,-67.904102,MCCAIN FOODS USA INC,Food,Naphthalene,NO,YES,TRI,YES,NO,NO,18.91
CLEAN HARBORS DEER PARK LLC,LA PORTE,TX,29.73028,-95.08981,CLEAN HARBORS INC,Hazardous Waste,Dimethyl phthalate,NO,YES,TRI,NO,NO,NO,70061.33
KOHLER CO,KOHLER,WI,43.7375,-87.763889,KOHLER CO,Machinery,Zinc compounds,NO,NO,TRI,NO,NO,NO,261.2
GALLOWAY CO,NEENAH,WI,44.18069,-88.46497,,Food,Nitrate compounds (water dissociable; reportable only when in aqueous solution),NO,NO,TRI,NO,NO,NO,331201.03
HOWMET CASTINGS & SERVICES INC,WICHITA FALLS,TX,33.99579,-98.54602,HOWMET AEROSPACE INC,Primary Metals,Chromium,NO,YES,TRI,NO,NO,NO,875863.0700000001
MAHLE BEHR USA INC,TROY,MI,42.56074,-83.124,MAHLE BEHR USA INC,Other,Diisocyanates,NO,NO,TRI,NO,NO,NO,25.88
QUALITY MARBLE INC,SUMMERVILLE,SC,33.04684,-80.20926,,Plastics and Rubber,Styrene,NO,YES,TRI,YES,NO,NO,20068.05
RUST-OLEUM CORP,SOMERSET,NJ,40.53608,-74.541562,RPM INTERNATIONAL INC,Chemicals,Butyl acrylate,NO,NO,TRI,NO,NO,NO,5363.11
EVRAZ ROCKY MOUNTAIN STEEL,PUEBLO,CO,38.232627,-104.607257,EVRAZ INC N.A.,Primary Metals,Nickel compounds,NO,YES,TRI,YES,NO,NO,26540.84
WORLEY & OBETZ,MANHEIM,PA,40.17083,-76.3879,WORLEY & OBETZ,Petroleum Bulk Terminals,Biphenyl,NO,YES,TRI,NO,NO,NO,0.0
FORMOSA PLASTICS CORP TEXAS,POINT COMFORT,TX,28.69759,-96.542101,FORMOSA PLASTICS CORP USA,Chemicals,Propylene,NO,NO,TRI,NO,NO,NO,80423584.03999999
COVESTRO,PROCTOR,WV,39.719477,-80.827317,COVESTRO LLC,Chemicals,Nitrate compounds (water dissociable; reportable only when in aqueous solution),NO,NO,TRI,NO,NO,NO,37095.79
HONEYWELL ELECTRONIC CHEMICALS LLC,CHANDLER,AZ,33.30034,-111.9594,HONEYWELL INTERNATIONAL INC,Chemicals,Nitric acid,NO,NO,TRI,NO,NO,NO,498.02
CEMEX BRADSHAW,SACRAMENTO,CA,38.543533,-121.332607,CEMEX INC,Nonmetallic Mineral Product,Lead compounds,NO,YES,PBT,NO,YES,NO,100.83
LANCO MANUFACTURING CORP,SAN LORENZO,PR,18.193248,-65.94819,,Chemicals,Zinc compounds,NO,NO,TRI,NO,NO,NO,0.98
CHAMPIONX-SUGAR LAND,SUGAR LAND,TX,29.6192,-95.6375,CHAMPIONX CORP,Chemicals,Dimethyl phthalate,NO,YES,TRI,NO,NO,NO,4876.32
NUCOR STEEL-ARKANSAS,BLYTHEVILLE,AR,35.944388,-89.723636,NUCOR CORP,Primary Metals,Copper compounds,NO,NO,TRI,NO,NO,NO,414668.7
WESTLAKE COMPOUNDS LLC,PRAIRIE,MS,33.804336,-88.640433,WESTLAKE CORP,Chemicals,Zinc compounds,NO,NO,TRI,NO,NO,NO,0.0
PRESTONE PRODUCTS,ALSIP,IL,41.653256,-87.721097,,Chemicals,Ethylene glycol,NO,YES,TRI,NO,NO,NO,7712282.66
SUPERIOR SOLVENTS & CHEMICALS,SAINT LOUIS,MO,38.61444,-90.1883,SUPERIOR SOLVENTS & CHEMICALS,Chemical Wholesalers,Dichloromethane,NO,YES,TRI,YES,NO,NO,0.0
SAFETY-KLEEN SYSTEMS WEST CHESTER (WCP),WEST CHESTER,PA,40.000445,-75.586448,CLEAN HARBORS INC,Hazardous Waste,Lead,NO,NO,PBT,YES,YES,NO,1478.5
SHERWIN-WILLIAMS CO,COLUMBUS,OH,39.90338,-82.93879,THE SHERWIN-WILLIAMS CO,Chemicals,"1,2,4-Trimethylbenzene",NO,NO,TRI,NO,NO,NO,59102.73
FCA US WARREN STAMPING PLANT,WARREN,MI,42.46139,-83.0446,FCA US LLC,Transportation Equipment,Nitrate compounds (water dissociable; reportable only when in aqueous solution),NO,NO,TRI,NO,NO,NO,108.67
THI INC,GRAND RAPIDS,MI,42.97978,-85.66322,THI INC,Transportation Equipment,Toluene,NO,YES,TRI,NO,NO,NO,17565.85
SUPERIOR BRASS & ALUMINUM CASTING CO,EAST LANSING,MI,42.72415,-84.45125,,Primary Metals,Lead,NO,NO,PBT,YES,YES,NO,8736.259999999998
WILKINS ROGERS MILLS,MOUNT JOY,PA,40.110884,-76.503061,WILKINS-ROGERS INC,Food,Chlorine,NO,YES,TRI,NO,NO,NO,0.0
NEXANS AMERCABLE INC.,EL DORADO,AR,33.199056,-92.619806,NEXANS USA INC,Electrical Equipment,Copper,NO,NO,TRI,NO,NO,NO,1372.4
"SUNOCO PARTNERS MARKETING & TERMINALS, L.P. EAST BOSTON TERM",EAST BOSTON,MA,42.381776,-71.024979,SUNOCO PARTNERS MARKETING & TERMINALS LP,Petroleum Bulk Terminals,Benzene,NO,YES,TRI,YES,NO,NO,3102.67
AMERICAN WOODMARK HARDY COUNTY PLANT,MOOREFIELD,WV,39.04111,-78.98722,AMERICAN WOODMARK CORP,Furniture,Lead compounds,NO,YES,PBT,NO,YES,NO,1.1
LEAR CORP,KENANSVILLE,NC,35.018266,-77.8616,LEAR CORP,Textiles,"Benzo[g,h,i]perylene",NO,YES,PBT,NO,YES,NO,0.93
AMERICAN ENVIRONMENTAL CONTAINER CORP,LAKELAND,FL,28.01702,-81.87881,,Plastics and Rubber,Dimethyl phthalate,NO,YES,TRI,NO,NO,NO,0.0
EXXONMOBIL REFINING & SUPPLY BAYTOWN REFINERY (PART),BAYTOWN,TX,29.739444,-95.006944,EXXON MOBIL CORP,Petroleum,Lead compounds,NO,YES,PBT,NO,YES,NO,65172.72299999999
PPG INDUSTRIESINC-SPRINGDALE COMPLEX,SPRINGDALE,PA,40.536826,-79.785659,PPG INDUSTRIES INC,Chemicals,Xylene (mixed isomers),NO,YES,TRI,NO,NO,NO,427602.98
GEORGIA-PACIFIC SAVANNAH RIVER LLC,RINCON,GA,32.33113,-81.20178,KOCH INDUSTRIES INC,Paper,Chloroform,NO,YES,TRI,YES,NO,NO,146080.91999999998
ENERGIZER MANUFACTURING - PORTAGE PLANT,PORTAGE,WI,43.562852,-89.486578,ENERGIZER HOLDINGS INC,Electrical Equipment,Zinc compounds,NO,NO,TRI,NO,NO,NO,15602.5
CPJ TECHNOLOGIES,TAYLORS,SC,34.91386,-82.33265,,Chemicals,Ethyl acrylate,NO,YES,TRI,YES,NO,NO,1407.2
XERXES CORP,WILLIAMSPORT,MD,39.6209,-77.80124,XERXES CORP,Plastics and Rubber,Dimethyl phthalate,NO,YES,TRI,NO,NO,NO,0.0
VALERO REFINING CO -OKLAHOMA VALERO ARDMORE REFINERY,ARDMORE,OK,34.20569,-97.10417,VALERO ENERGY CORP,Petroleum,Nickel compounds,NO,YES,TRI,YES,NO,NO,105296.0
ADM ANIMAL NUTRITION,GLENCOE,MN,44.76912,-94.15576,ARCHER DANIELS MIDLAND CO,Food,Manganese compounds,NO,YES,TRI,NO,NO,NO,0.0
EQ DETROIT INC,DETROIT,MI,42.36591,-83.04774,REPUBLIC SERVICES INC,Hazardous Waste,Manganese compounds,NO,YES,TRI,NO,NO,NO,194303.07
ROCKNEL FASTENER INC.,ROCKFORD,IL,42.204482,-89.074304,,Fabricated Metals,Nitrate compounds (water dissociable; reportable only when in aqueous solution),NO,NO,TRI,NO,NO,NO,95826.0
NUSFC LLC,MEDLEY,FL,25.857352,-80.330698,,Primary Metals,Manganese compounds,NO,YES,TRI,NO,NO,NO,78512.7
SAFETY-KLEEN SYSTEMS SANFORD (SAN),SANFORD,FL,28.806985,-81.317577,CLEAN HARBORS INC,Hazardous Waste,Polycyclic aromatic compounds,NO,YES,PBT,YES,YES,NO,10638.68
ENDEAVOUR CATAMARAN CORP,CLEARWATER,FL,27.892522,-82.683539,,Transportation Equipment,Styrene,NO,YES,TRI,YES,NO,NO,24990.9
TUSCOLA GENERATING FACILITY,TUSCOLA,IL,39.794764,-88.347292,DTE ENERGY CO,Other,Polycyclic aromatic compounds,NO,YES,PBT,YES,YES,NO,1.5800000000000003
WORLD COLOR USA CORP,MEMPHIS,TN,35.00638,-90.03646,WORLD COLOR (USA) CORP,Printing,Zinc compounds,NO,NO,TRI,NO,NO,NO,895.0
GUARDIAN INDUSTRIES CORP - FLOREFFE PLANT,JEFFERSON HILLS,PA,40.254237,-79.916438,GUARDIAN INDUSTRIES CORP,Nonmetallic Mineral Product,Chromium compounds (except for chromite ore mined in the Transvaal Region),NO,YES,TRI,NO,NO,NO,1260.2799999999995
W W WOOD PRODUCTS INC,DUDLEY,MO,36.79058,-90.10237,,Furniture,Toluene,NO,YES,TRI,NO,NO,NO,157259.33000000002
BUCKMAN LABORATORIES INC,MEMPHIS,TN,35.171,-89.99559,BUCKMAN LABORATORIES INC,Chemicals,Acrylamide,NO,YES,TRI,YES,NO,NO,0.0
WESTROCK CP LLC,FLORENCE,SC,34.151538,-79.559201,WESTROCK CO,Paper,Methanol,NO,YES,TRI,NO,NO,NO,16828866.04
INTERNATIONAL RECTIFIER HIREL PRODUCTS INC.,LEOMINSTER,MA,42.54647,-71.745322,INFINEON TECHNOLOGIES AMERICAS CORP,Computers and Electronic Products,Lead,NO,NO,PBT,YES,YES,NO,1918.42
"PRO-FAB, INC.",OKLAHOMA CITY,OK,35.4764,-97.68899,,Transportation Equipment,Nickel,NO,YES,TRI,YES,NO,NO,1142710.45
CLOVER POWER STATION,CLOVER,VA,36.8691,-78.7048,DOMINION ENERGY INC,Electric Utilities,"1,2,4-Trimethylbenzene",NO,NO,TRI,NO,NO,NO,0.0
CIRCUIT WORLD INC,ITASCA,IL,41.97897,-88.04006,,Computers and Electronic Products,Ammonia,NO,NO,TRI,NO,NO,NO,69236.0
TRANSALTA CENTRALIA GENERATION / MINING,CENTRALIA,WA,46.755766,-122.858237,TRANSALTA USA INC,Electric Utilities,Manganese compounds,NO,YES,TRI,NO,NO,NO,925385.86
TECOMET WARSAW-BUILDING #2,CLAYPOOL,IN,41.13188,-85.88288,TECOMET INC,Miscellaneous Manufacturing,Chromium,NO,YES,TRI,NO,NO,NO,13670.68
GRAPHIC PACKAGING INTERNATIONAL LLC,QUEEN CITY,TX,33.2644,-94.069639,GRAPHIC PACKAGING HOLDING CO,Paper,Chlorine dioxide,NO,NO,TRI,NO,NO,NO,934201.9
GORGAS STEAM PLANT,PARRISH,AL,33.644855,-87.19986,SOUTHERN CO,Electric Utilities,Naphthalene,NO,YES,TRI,YES,NO,NO,0.0
VIKING PUMP INC. - SOUTH MAIN FACILITY,CEDAR FALLS,IA,42.486111,-92.460278,IDEX CORP,Machinery,Diisocyanates,NO,NO,TRI,NO,NO,NO,0.0
OLIN WINCHESTER LLC,OXFORD,MS,34.406028,-89.5205,OLIN CORP,Fabricated Metals,Copper,NO,NO,TRI,NO,NO,NO,155481.57
KIMBER MFG INC,YONKERS,NY,40.91216,-73.88357,KIMBER MFG INC,Fabricated Metals,Lead,NO,NO,PBT,YES,YES,NO,93231.2
JTEKT BEARINGS N.A. LLC - DAHLONEGA GA.,DAHLONEGA,GA,34.532555,-84.002076,JTEKT N.A. CORP,Fabricated Metals,Methanol,NO,YES,TRI,NO,NO,NO,0.0
MAAX US CORP.,BROOKLYN PARK,MN,45.08742,-93.39799,MAAX US CORP,Plastics and Rubber,Styrene,NO,YES,TRI,YES,NO,NO,56490.68
NELSON DEWEY GENERATING STATIO N,CASSVILLE,WI,42.722872,-91.008333,ALLIANT ENERGY CORP,Electric Utilities,Dioxin and dioxin-like compounds,NO,YES,Dioxin,YES,YES,NO,0.0045966327
AOC TENNESSEE PLANT,COLLIERVILLE,TN,35.041849,-89.625162,ALPHA CORP,Chemicals,Methyl methacrylate,NO,YES,TRI,NO,NO,NO,7245.67
BLUESCOPE BUILDINGS N.A. INC,VISALIA,CA,36.34603,-119.37428,BLUESCOPE BUILDINGS N.A. INC,Fabricated Metals,Nickel,NO,YES,TRI,YES,NO,NO,2980.424
STEEL DYNAMICS INC. - TECHS DIV - GALVTECH PLANT,PITTSBURGH,PA,40.39274,-79.93293,STEEL DYNAMICS INC,Fabricated Metals,Lead compounds,NO,YES,PBT,NO,YES,NO,200.83
COAL CREEK STATION,UNDERWOOD,ND,47.378034,-101.15743,REMC ASSETS LP,Electric Utilities,Chromium compounds (except for chromite ore mined in the Transvaal Region),NO,YES,TRI,NO,NO,NO,248396.0
ARCHER DANIELS MIDLAND CO,MARSHALL,MN,44.47056,-95.78417,ARCHER DANIELS MIDLAND CO,Food,Mercury,NO,YES,PBT,NO,YES,NO,4.59
VELSICOL CHEMICAL LLC,MEMPHIS,TN,35.165278,-89.965278,,Chemicals,Hexachlorobenzene,NO,YES,PBT,YES,YES,NO,130445.69
CHEMICAL WASTE MANAGEMENT - LA KE CHARLES FACILITY,SULPHUR,LA,30.12044,-93.40128,WASTE MANAGEMENT INC,Hazardous Waste,Polychlorinated biphenyls,NO,YES,PBT,YES,YES,NO,1550.0
BP COLUMBUS TERMINAL,COLUMBUS,OH,39.9604,-83.0946,BP PRODUCTS NA INC,Petroleum Bulk Terminals,Ethylbenzene,NO,YES,TRI,YES,NO,NO,546.05
TRECORA HYDROCARBONS LLC,SILSBEE,TX,30.3985,-94.2296,TEXAS OIL & CHEMICAL CO II,Chemicals,n-Hexane,NO,YES,TRI,NO,NO,NO,7087.3099999999995
EMD MILLIPORE CORP,CINCINNATI,OH,39.16647,-84.43547,EMD HOLDING CORP,Chemical Wholesalers,Certain glycol ethers,NO,YES,TRI,NO,NO,NO,0.0
INTERNATIONAL PAPER,SPRINGFIELD,OR,44.055179,-122.952998,INTERNATIONAL PAPER CO,Paper,Nitrate compounds (water dissociable; reportable only when in aqueous solution),NO,NO,TRI,NO,NO,NO,140001.0
DULUTH PAPER MILL,DULUTH,MN,46.73561,-92.16651,VERSO PAPER CORP,Paper,Methanol,NO,YES,TRI,NO,NO,NO,363854.84
TESORO REFINING & MARKETING COMPANY LLC - SLC,SALT LAKE CITY,UT,40.791667,-111.902778,TESORO CORP,Petroleum,Polycyclic aromatic compounds,NO,YES,PBT,YES,YES,NO,582.96
THERMAL PRODUCT SOLUTIONS LLC,NEW COLUMBIA,PA,41.061609,-76.869949,SPX CORP,Machinery,Nickel,NO,YES,TRI,YES,NO,NO,183310.9
BAKER PETROLITE CORP,HOUSTON,TX,29.816026,-95.140609,BAKER HUGHES INC,Chemicals,Ethylene glycol,NO,YES,TRI,NO,NO,NO,4.38
PANTHER CREEK POWER OPERATING LLC,NESQUEHONING,PA,40.855556,-75.877222,,Electric Utilities,Chromium compounds (except for chromite ore mined in the Transvaal Region),NO,YES,TRI,NO,NO,NO,180845.03
PROTECH POWDER COATINGS INC,LIBERTY,IN,39.63814,-84.93328,,Chemicals,Xylene (mixed isomers),NO,YES,TRI,NO,NO,NO,85031.15
BASF CORP - HANNIBAL SITE,PALMYRA,MO,39.834118,-91.436791,BASF CORP,Chemicals,"N,N-Dimethylformamide",NO,YES,TRI,YES,NO,NO,4866195.24
PRECOAT METALS,COLUMBIA,SC,33.96906,-81.03242,AZZ INC,Fabricated Metals,Ethylbenzene,NO,YES,TRI,YES,NO,NO,43860.67
