FACILITY NAME,CITY,ST,LATITUDE,LONGITUDE,PARENT CO NAME,INDUSTRY SECTOR,CHEMICAL,ELEMENTAL METAL INCLUDED,CLEAN AIR ACT CHEMICAL,CLASSIFICATION,CARCINOGEN,PBT,PFAS,TOTAL POLLUTION
US GYPSUM-FORT DODGE PLANT,FORT DODGE,IA,42.48535,-94.14526,USG CORP,Nonmetallic Mineral Product,Mercury,NO,YES,PBT,NO,YES,NO,1.4
TEAM INDUSTRIES INC,KAUKAUNA,WI,44.29847,-88.26887,TEAM INDUSTRIES,Fabricated Metals,Nickel,NO,YES,TRI,YES,NO,NO,12344.989999999998
WM WASTE INC,UNION GROVE,WI,42.68164,-88.0754,WASTE MANAGEMENT INC,Primary Metals,Mercury compounds,NO,YES,PBT,NO,YES,NO,206176.945
NIPSCO MICHIGAN CITY GENERATING STATION,MICHIGAN CITY,IN,41.7203,-86.9097,NISOURCE INC,Electric Utilities,Vanadium compounds,NO,NO,TRI,NO,NO,NO,120079.13
COEUR ROCHESTER INC,LOVELOCK,NV,40.288267,-118.141222,COEUR MINING INC,Metal Mining,Silver compounds,NO,NO,TRI,NO,NO,NO,801.14
"BUCKEYE TERMINALS, LLC - FORT LAUDERDALE TERMINAL",FORT LAUDERDALE,FL,26.1,-80.125,BUCKEYE TERMINALS LLC,Petroleum Bulk Terminals,Lead,NO,NO,PBT,YES,YES,NO,70.44999999999999
CYMER LLC DAYTON,DAYTON,TN,35.526237,-85.000033,,Chemicals,N-Methyl-2-pyrrolidone,NO,NO,TRI,NO,NO,NO,52005.0
NILES AMERICA WINTECH,WINCHESTER,KY,38.01737,-84.18235,NILES PARTS CO,Plastics and Rubber,Lead,NO,NO,PBT,YES,YES,NO,3616.13
INEOS JOLIET LLC,CHANNAHON,IL,41.445541,-88.174049,INEOS ENTERPRISES US HOLDCO LLC,Chemicals,Toluene,NO,YES,TRI,NO,NO,NO,78884.04000000001
CHINO MINES CO MINE CONCENTRATOR-SXEW PLANTS,VANADIUM,NM,32.791667,-108.067222,FREEPORT-MCMORAN INC,Metal Mining,Cobalt compounds,NO,YES,TRI,YES,NO,NO,31495.15
EFCO LLC,MONETT,MO,36.920797,-93.900759,APOGEE ENTERPRISES INC,Primary Metals,Dimethyl phthalate,NO,YES,TRI,NO,NO,NO,72016.23
NOURYON,GREEN BAY,WI,44.588889,-88.072778,NOURYON USA LLC,Chemicals,Acrylonitrile,NO,YES,TRI,YES,NO,NO,984.56
ASHLAND INC-KEARNY NJ,KEARNY,NJ,40.748537,-74.141064,ASHLAND INC,Chemicals,Zinc compounds,NO,NO,TRI,NO,NO,NO,0.0
JUDD WIRE INC.,TURNERS FALLS,MA,42.58878,-72.55703,SUMITOMO ELECTRIC USA HOLDINGS,Primary Metals,Lead compounds,NO,YES,PBT,NO,YES,NO,3375.9
US BRICK,COLUMBIA,SC,34.112067,-80.895685,,Nonmetallic Mineral Product,Fluorine,NO,NO,TRI,NO,NO,NO,206121.33
SCHNEIDER ELECTRIC,COLUMBIA,MO,39.00076,-92.27841,SCHNEIDER ELECTRIC USA INC,Electrical Equipment,Copper,NO,NO,TRI,NO,NO,NO,3124202.5700000003
WWF OPERATING CO,MOUNT CRAWFORD,VA,38.366389,-78.937778,DANONE N.A. PUBLIC BENEFIT CORP,Food,Nitric acid,NO,NO,TRI,NO,NO,NO,370001.1
SOLVAY USA LLC,SPARTANBURG,SC,34.916667,-81.926944,SOLVAY HOLDING INC,Chemicals,Ethylene glycol,NO,YES,TRI,NO,NO,NO,3260.45
SINCLAIR CARROLLTON STATION,CARROLLTON,MO,39.36138,-93.46012,HF SINCLAIR CORP,Petroleum Bulk Terminals,Ethylbenzene,NO,YES,TRI,YES,NO,NO,1465.98
AHLSTROM-MUNKSJO RHINELANDER LLC,RHINELANDER,WI,45.638889,-89.41875,AHLSTROM-MUNKSJO NA SPECIALTY SOLUTIONS LLC,Paper,"Sulfuric acid (acid aerosols including mists, vapors, gas, fog, and other airborne forms of any particle size)",NO,NO,TRI,NO,NO,NO,823000.0
400 ROBINSON FANS,HARMONY,PA,40.80027,-80.13222,,Machinery,Nickel,NO,YES,TRI,YES,NO,NO,313231.01
IDEAL FASTENER CORP,OXFORD,NC,36.298266,-78.609466,,Miscellaneous Manufacturing,Copper compounds,NO,NO,TRI,NO,NO,NO,425474.75
BARBER SPRING OHIO,CHILLICOTHE,OH,39.3248,-82.9469,WABTEC CORP,Fabricated Metals,Manganese,NO,YES,TRI,NO,NO,NO,52674.98
GILLESPIE COATINGS INC.,LONGVIEW,TX,32.488619,-94.710884,,Chemicals,Lead compounds,NO,YES,PBT,NO,YES,NO,172.06
AMERICAN PACIFIC CORP UTAH OPERATIONS,CEDAR CITY,UT,37.795,-113.284167,AMERICAN PACIFIC CORP,Chemicals,Sodium nitrite,NO,NO,TRI,NO,NO,NO,0.0
GRIFFITH ENERGY - BIG FLATS,BIG FLATS,NY,42.12807,-76.96267,SUPERIOR PLUS ENERGY SERVICES INC,Petroleum Bulk Terminals,n-Hexane,NO,YES,TRI,NO,NO,NO,8180.02
VALERO REFINING CO - TENNESSEE L.L.C.,MEMPHIS,TN,35.085843,-90.083385,VALERO ENERGY CORP,Petroleum,Zinc compounds,NO,NO,TRI,NO,NO,NO,36036.19
ECOBAT RESOURCES INDIANA LLC,INDIANAPOLIS,IN,39.755554,-86.300056,ECOBAT LLC,Primary Metals,Chromium compounds (except for chromite ore mined in the Transvaal Region),NO,YES,TRI,NO,NO,NO,617721.99
NUCOR STEEL-ARKANSAS,BLYTHEVILLE,AR,35.944388,-89.723636,NUCOR CORP,Primary Metals,Copper compounds,NO,NO,TRI,NO,NO,NO,875455.02
GEORGIA-PACIFIC PORT HUDSON LLC,ZACHARY,LA,30.650644,-91.281167,KOCH INDUSTRIES INC,Paper,Dioxin and dioxin-like compounds,NO,YES,Dioxin,YES,YES,NO,0.0867187276999993
NATIONAL CARWASH SOLUTIONS,DE PERE,WI,44.4259,-88.10172,,Chemicals,Methanol,NO,YES,TRI,NO,NO,NO,0.0
FIRE-TROL HOLDINGS L.L.C.,ORLAND,CA,39.740101,-122.211322,,Chemicals,Ammonia,NO,NO,TRI,NO,NO,NO,0.0
BRENNTAG MID-SOUTH,CHARLOTTE,NC,35.12582,-80.95812,BRENNTAG N.A. INC,Chemical Wholesalers,Nitric acid,NO,NO,TRI,NO,NO,NO,2198.0
CMC SOUTH CAROLINA STEEL,TAYLORS,SC,34.90572,-82.33907,COMMERCIAL METALS CO,Fabricated Metals,Cobalt,NO,YES,TRI,YES,NO,NO,0.0
WESTROCK CP LLC,WEST POINT,VA,37.5392,-76.8053,WESTROCK CO,Paper,"Hydrochloric acid (acid aerosols including mists, vapors, gas, fog, and other airborne forms of any particle size)",NO,YES,TRI,NO,NO,NO,1124001.0
LUSTER-ON PRODUCTS INC,SPRINGFIELD,MA,42.10985,-72.56132,,Chemicals,Nitric acid,NO,NO,TRI,NO,NO,NO,0.0
REPUBLIC STEEL - LORAIN PLANT,LORAIN,OH,41.448518,-82.133082,REPUBLIC STEEL,Primary Metals,Lead,NO,NO,PBT,YES,YES,NO,663274.5
HOOD CONTAINER OF LOUISIANA LLC - ST FRANCISVILLE MILL,SAINT FRANCISVILLE,LA,30.709033,-91.320677,,Paper,Certain glycol ethers,NO,YES,TRI,NO,NO,NO,19557.0
KOCH SUPPLY & TRADING LP ST. JAMES TERMINAL,SAINT JAMES,LA,30.024,-90.857,KOCH SUPPLY & TRADING LP,Petroleum Bulk Terminals,m-Xylene,NO,YES,TRI,NO,NO,NO,13332.95
CITY OF TALLAHASSEE SAM O. PUR DOM GENERATING STATION,SAINT MARKS,FL,30.162681,-84.201816,,Electric Utilities,"Benzo[g,h,i]perylene",NO,YES,PBT,NO,YES,NO,1.0
AALBERTS INTEGRATED PIPING SYSTEMS AMERICAS,PAGELAND,SC,34.755091,-80.392435,AALBERTS US HOLDING CORP,Primary Metals,Lead,NO,NO,PBT,YES,YES,NO,526994.06
